SAMPLED_DATE,RESULT_VALUE,COMPONENT_NAME
2024-07-31 16:10:00,0.0,EDC
2024-08-01 00:15:00,0.0,EDC
2024-08-01 06:10:00,0.0,EDC
2024-08-01 16:50:00,0.0,EDC
2024-08-02 00:05:00,0.0,EDC
2024-08-02 06:40:00,0.0,EDC
2024-08-02 16:35:00,0.0,EDC
2024-08-03 00:30:00,0.0,EDC
2024-08-03 06:30:00,0.0,EDC
2024-08-03 16:30:00,0.0,EDC
2024-08-04 00:30:00,0.0,EDC
2024-08-04 06:50:00,0.0,EDC
2024-08-04 16:30:00,0.0,EDC
2024-08-05 00:30:00,0.0,EDC
2024-08-05 07:00:00,0.0,EDC
2024-08-05 16:20:00,0.0,EDC
2024-08-06 00:20:00,0.0,EDC
2024-08-06 06:30:00,0.0,EDC
2024-08-06 16:30:00,0.0,EDC
2024-08-07 00:10:00,0.0,EDC
2024-08-07 06:00:00,0.0,EDC
2024-08-07 16:30:00,0.0,EDC
2024-08-08 00:10:00,0.0,EDC
2024-08-08 06:10:00,0.0,EDC
2024-08-08 16:30:00,0.0,EDC
2024-08-09 00:20:00,0.1,EDC
2024-08-09 06:20:00,0.0,EDC
2024-08-09 16:10:00,0.01,EDC
2024-08-10 00:10:00,0.01,EDC
2024-08-10 06:40:00,0.0,EDC
2024-08-10 16:10:00,0.01,EDC
2024-08-11 00:20:00,0.01,EDC
2024-08-11 07:00:00,0.01,EDC
2024-08-11 16:10:00,0.01,EDC
2024-08-12 00:30:00,0.0,EDC
2024-08-12 07:00:00,0.01,EDC
2024-08-12 16:30:00,0.01,EDC
2024-08-13 00:30:00,0.01,EDC
2024-08-13 07:00:00,0.01,EDC
2024-08-13 16:30:00,0.02,EDC
2024-08-14 00:30:00,0.03,EDC
2024-08-14 06:40:00,0.01,EDC
2024-08-14 16:25:00,0.01,EDC
2024-08-15 00:20:00,0.0,EDC
2024-08-15 06:30:00,0.0,EDC
2024-08-15 16:30:00,0.0,EDC
2024-08-16 00:10:00,0.0,EDC
2024-08-16 06:40:00,0.01,EDC
2024-08-16 16:30:00,0.0,EDC
2024-08-17 00:45:00,0.01,EDC
2024-08-17 06:00:00,0.0,EDC
2024-08-17 16:30:00,0.0,EDC
2024-08-18 00:30:00,0.0,EDC
2024-08-18 06:30:00,0.0,EDC
2024-08-18 16:00:00,0.0,EDC
2024-08-19 00:10:00,0.01,EDC
2024-08-19 06:30:00,0.0,EDC
2024-08-19 16:10:00,0.0,EDC
2024-08-20 00:10:00,0.0,EDC
2024-08-20 06:20:00,0.0,EDC
2024-08-20 16:10:00,0.0,EDC
2024-08-21 00:30:00,0.0,EDC
2024-08-21 06:30:00,0.0,EDC
2024-08-21 16:10:00,0.01,EDC
2024-08-22 00:30:00,0.0,EDC
2024-08-22 06:40:00,0.0,EDC
2024-08-22 16:30:00,0.01,EDC
2024-08-23 00:30:00,0.04,EDC
2024-08-23 06:30:00,0.0,EDC
2024-08-23 16:50:00,0.03,EDC
2024-08-24 00:30:00,0.01,EDC
2024-08-24 06:00:00,0.0,EDC
2024-08-24 16:30:00,0.0,EDC
2024-08-25 00:10:00,0.0,EDC
2024-08-25 06:00:00,0.0,EDC
2024-08-25 16:30:00,0.03,EDC
2024-08-26 00:30:00,0.0,EDC
2024-08-26 07:00:00,0.06,EDC
2024-08-26 16:30:00,0.03,EDC
2024-08-27 00:10:00,0.02,EDC
2024-08-27 06:20:00,0.03,EDC
2024-08-27 16:45:00,0.65,EDC
2024-08-28 00:10:00,0.12,EDC
2024-08-28 06:30:00,0.95,EDC
2024-08-28 16:10:00,0.07,EDC
2024-08-29 00:30:00,0.05,EDC
2024-08-29 06:20:00,0.01,EDC
2024-08-29 16:10:00,0.08,EDC
2024-08-30 00:30:00,0.01,EDC
2024-08-30 06:30:00,0.03,EDC
2024-08-30 16:05:00,0.17,EDC
2024-08-31 00:30:00,0.02,EDC
2024-08-31 06:30:00,0.04,EDC
2024-08-31 16:10:00,0.15,EDC
2024-09-01 00:30:00,0.05,EDC
2024-09-01 06:40:00,0.02,EDC
2024-09-01 16:20:00,0.06,EDC
2024-09-02 00:30:00,0.06,EDC
2024-09-02 06:20:00,0.03,EDC
