SAMPLED_DATE,RESULT_VALUE,COMPONENT_NAME
2024-07-11 00:30:00,0.01,EDC
2024-07-11 06:50:00,0.2,EDC
2024-07-11 16:40:00,0.2,EDC
2024-07-12 00:25:00,0.1,EDC
2024-07-12 06:20:00,0.1,EDC
2024-07-12 16:30:00,0.1,EDC
2024-07-13 00:30:00,0.1,EDC
2024-07-13 06:30:00,0.1,EDC
2024-07-13 16:00:00,0.1,EDC
2024-07-14 00:30:00,0.1,EDC
2024-07-14 06:20:00,0.1,EDC
2024-07-14 16:30:00,0.1,EDC
2024-07-15 00:15:00,0.1,EDC
2024-07-15 06:15:00,0.1,EDC
2024-07-15 16:15:00,0.1,EDC
2024-07-16 00:30:00,0.1,EDC
2024-07-16 06:10:00,0.1,EDC
2024-07-16 16:30:00,0.1,EDC
2024-07-17 00:30:00,0.1,EDC
2024-07-17 06:20:00,0.1,EDC
2024-07-17 16:10:00,0.1,EDC
2024-07-18 00:30:00,0.1,EDC
2024-07-18 06:20:00,0.1,EDC
2024-07-18 16:10:00,0.1,EDC
2024-07-19 00:10:00,0.1,EDC
2024-07-19 06:00:00,0.1,EDC
2024-07-19 16:30:00,0.01,EDC
2024-07-20 00:20:00,0.1,EDC
2024-07-20 06:00:00,0.1,EDC
2024-07-20 16:30:00,0.1,EDC
2024-07-21 00:10:00,0.1,EDC
2024-07-21 06:40:00,0.0,EDC
2024-07-21 16:30:00,0.0,EDC
2024-07-22 00:15:00,0.0,EDC
2024-07-22 06:30:00,0.0,EDC
2024-07-22 16:40:00,0.0,EDC
2024-07-23 00:05:00,0.0,EDC
2024-07-23 06:30:00,0.0,EDC
2024-07-23 16:20:00,0.0,EDC
2024-07-24 00:30:00,0.0,EDC
2024-07-24 06:10:00,0.0,EDC
2024-07-24 16:10:00,0.0,EDC
2024-07-25 00:30:00,0.0,EDC
2024-07-25 07:00:00,0.0,EDC
2024-07-25 16:30:00,0.0,EDC
2024-07-26 00:30:00,0.0,EDC
2024-07-26 07:00:00,0.01,EDC
2024-07-26 16:30:00,0.02,EDC
2024-07-27 00:15:00,0.13,EDC
2024-07-27 06:30:00,0.02,EDC
2024-07-27 16:50:00,0.01,EDC
2024-07-28 00:10:00,0.01,EDC
2024-07-28 06:15:00,0.01,EDC
2024-07-28 16:30:00,0.01,EDC
2024-07-29 00:10:00,0.01,EDC
2024-07-29 06:00:00,0.0,EDC
2024-07-29 16:30:00,0.0,EDC
2024-07-30 00:15:00,0.0,EDC
2024-07-30 06:00:00,0.0,EDC
2024-07-30 16:30:00,0.0,EDC
2024-07-31 00:30:00,0.0,EDC
2024-07-31 06:10:00,0.0,EDC
