"feed temperature (C)","feed flow (t/HR)","steam flow (kg/hr)",top pressure  (mm-water-G),bottom pressure (mm-water-G),top temperature (C),bottom temperature (C),"bottom EDC (ppm)",Status
60,10,2800,600,1100,102.381347,102.879865,0,Errors
60,10,2800,600,1200,102.554517,103.128595,0,Errors
60,10,2800,700,800,101.935759,102.122727,0,Errors
60,10,2800,700,900,102.111381,102.376961,0,Errors
60,10,2800,700,1000,102.286101,102.62933,0,Errors
60,10,2800,700,1100,102.459935,102.879865,0,Errors
60,10,2800,700,1200,102.632898,103.128595,0,Errors
60,10,2800,700,1300,102.805003,103.375549,0,Errors
60,10,2800,800,900,102.189836,102.376961,0,Errors
60,10,2800,800,1000,102.364348,102.62933,0,Errors
60,10,2800,800,1100,102.537975,102.879865,0,Errors
60,10,2800,800,1200,102.710732,103.128595,0,Errors
60,10,2800,800,1300,102.882632,103.375549,0,Errors
60,10,2800,800,1400,103.05369,103.620755,0,Errors
60,10,2800,900,1000,102.442053,102.62933,0,Errors
60,10,2800,900,1100,102.615475,102.879865,0,Errors
60,10,2800,900,1200,102.788027,103.128595,0,Errors
60,10,2800,900,1300,102.959724,103.375549,0,Errors
60,10,2800,900,1400,103.130579,103.620755,0,Errors
60,10,2800,900,1500,103.300605,103.86424,0,Errors
60,10,2800,1000,1100,102.692441,102.879865,0,Errors
60,10,2800,1000,1200,102.86479,103.128595,0,Errors
60,10,2800,1000,1300,103.036285,103.375549,0,Errors
60,10,2800,1000,1400,103.206938,103.620755,0,Errors
60,10,2800,1000,1500,103.376764,103.86424,0,Errors
60,10,2800,1000,1600,103.545776,104.106032,0,Errors
60,10,2800,1100,1200,102.941028,103.128595,0,Errors
60,10,2800,1100,1300,103.112321,103.375549,0,Errors
60,10,2800,1100,1400,103.282775,103.620755,0,Errors
60,10,2800,1100,1500,103.452402,103.86424,0,Errors
60,10,2800,1100,1600,103.621216,104.106032,0,Errors
60,10,2800,1100,1700,103.789229,104.346156,0,Errors
60,10,2800,1200,1300,103.187841,103.375549,0,Errors
60,10,2800,1200,1400,103.358097,103.620755,0,Errors
60,10,2800,1200,1500,103.527526,103.86424,0,Errors
60,10,2800,1200,1600,103.696143,104.106032,0,Errors
60,10,2800,1200,1700,103.86396,104.346156,0,Errors
60,10,2800,1200,1800,104.03099,104.584638,0,Errors
60,10,2800,1300,1400,103.43291,103.620755,0,Errors
60,10,2800,1300,1500,103.602143,103.86424,0,Errors
60,10,2800,1300,1600,103.770564,104.106032,0,Errors
60,10,2800,1300,1700,103.938187,104.346156,0,Errors
60,10,2800,1300,1800,104.105023,104.584638,0,Errors
60,10,2800,1300,1900,104.271084,104.821503,0,Errors
60,10,2800,1400,1500,103.676259,103.86424,0,Errors
60,10,2800,1400,1600,103.844486,104.106032,0,Errors
60,10,2800,1400,1700,104.011915,104.346156,0,Errors
60,10,2800,1400,1800,104.178559,104.584638,0,Errors
60,10,2800,1400,1900,104.344429,104.821503,0,Errors
60,10,2800,1400,2000,104.509537,105.056775,0,Errors
60,10,3000,400,500,101.17624,101.348526,0,Errors
60,10,3000,400,600,101.354728,101.608542,0,Errors
60,10,3000,400,700,101.53216,101.866599,0,Errors
60,10,3000,400,800,101.708604,102.122728,0,Errors
60,10,3000,400,900,101.884091,102.376961,0,Errors
60,10,3000,400,1000,102.058645,102.62933,0,Errors
60,10,3000,500,600,101.435956,101.608542,0,Errors
60,10,3000,500,700,101.613254,101.866599,0,Errors
60,10,3000,500,800,101.789514,102.122728,0,Errors
60,10,3000,500,900,101.964804,102.376961,0,Errors
60,10,3000,500,1000,102.139158,102.62933,0,Errors
60,10,3000,500,1100,102.312595,102.879865,0,Errors
60,10,3000,600,700,101.693733,101.866599,0,Errors
60,10,3000,600,800,101.869861,102.122728,0,Errors
60,10,3000,600,900,102.044969,102.376961,0,Errors
60,10,3000,600,1000,102.219126,102.62933,0,Errors
60,10,3000,600,1100,102.392364,102.879865,0,Errors
60,10,3000,600,1200,102.564703,103.128595,0,Errors
60,10,3000,700,800,101.949601,102.122728,0,Errors
60,10,3000,700,900,102.12458,102.376961,0,Errors
60,10,3000,700,1000,102.298555,102.62933,0,Errors
60,10,3000,700,1100,102.471598,102.879865,0,Errors
60,10,3000,700,1200,102.64374,103.128595,0,Errors
60,10,3000,700,1300,102.814998,103.375549,0,Errors
60,10,3000,800,900,102.203591,102.376961,0,Errors
60,10,3000,800,1000,102.377439,102.62933,0,Errors
60,10,3000,800,1100,102.550301,102.879865,0,Errors
60,10,3000,800,1200,102.722249,103.128595,0,Errors
60,10,3000,800,1300,102.893313,103.375549,0,Errors
60,10,3000,800,1400,103.063507,103.620755,0,Errors
60,10,3000,900,1000,102.455731,102.62933,0,Errors
60,10,3000,900,1100,102.628468,102.879865,0,Errors
60,10,3000,900,1200,102.800235,103.128595,0,Errors
60,10,3000,900,1300,102.971107,103.375549,0,Errors
60,10,3000,900,1400,103.141109,103.620755,0,Errors
60,10,3000,900,1500,103.310258,103.86424,0,Errors
60,10,3000,1000,1100,102.706052,102.879865,0,Errors
60,10,3000,1000,1200,102.877695,103.128595,0,Errors
60,10,3000,1000,1300,103.048386,103.375549,0,Errors
60,10,3000,1000,1400,103.218199,103.620755,0,Errors
60,10,3000,1000,1500,103.387156,103.86424,0,Errors
60,10,3000,1000,1600,103.555275,104.106032,0,Errors
60,10,3000,1100,1200,102.95458,103.128595,0,Errors
60,10,3000,1100,1300,103.125148,103.375549,0,Errors
60,10,3000,1100,1400,103.294781,103.620755,0,Errors
60,10,3000,1100,1500,103.46355,103.86424,0,Errors
60,10,3000,1100,1600,103.631481,104.106032,0,Errors
60,10,3000,1100,1700,103.798586,104.346156,0,Errors
60,10,3000,1200,1300,103.201344,103.375549,0,Errors
60,10,3000,1200,1400,103.370854,103.620755,0,Errors
60,10,3000,1200,1500,103.539445,103.86424,0,Errors
60,10,3000,1200,1600,103.707189,104.106032,0,Errors
60,10,3000,1200,1700,103.874108,104.346156,0,Errors
60,10,3000,1200,1800,104.040215,104.584638,0,Errors
60,10,3000,1300,1400,103.446371,103.620755,0,Errors
60,10,3000,1300,1500,103.614765,103.86424,0,Errors
60,10,3000,1300,1600,103.782324,104.106032,0,Errors
60,10,3000,1300,1700,103.949059,104.346156,0,Errors
60,10,3000,1300,1800,104.114985,104.584638,0,Errors
60,10,3000,1300,1900,104.280112,104.821503,0,Errors
60,10,3000,1400,1500,103.689686,103.86424,0,Errors
60,10,3000,1400,1600,103.857059,104.106032,0,Errors
60,10,3000,1400,1700,104.02361,104.346156,0,Errors
60,10,3000,1400,1800,104.189352,104.584638,0,Errors
60,10,3000,1400,1900,104.354297,104.821503,0,Errors
60,10,3000,1400,2000,104.518456,105.056775,0,Errors
60,10,3200,400,500,101.183731,101.348525,0,Errors
60,10,3200,400,600,101.378264,101.608545,0,Errors
60,10,3200,400,700,101.552808,101.8666,0,Errors
60,10,3200,400,800,101.726143,102.122729,0,Errors
60,10,3200,400,900,101.898525,102.376962,0,Errors
60,10,3200,400,1000,102.07003,102.629331,0,Errors
60,10,3200,500,600,101.4438,101.608542,0,Errors
60,10,3200,500,700,101.627171,101.866599,0,Errors
60,10,3200,500,800,101.801024,102.122728,0,Errors
60,10,3200,500,900,101.973622,102.376961,0,Errors
60,10,3200,500,1000,102.145232,102.62933,0,Errors
60,10,3200,500,1100,102.323871,102.879865,0,Errors
60,10,3200,600,700,101.707664,101.866599,0,Errors
60,10,3200,600,800,101.883223,102.122728,0,Errors
60,10,3200,600,900,102.057798,102.376961,0,Errors
60,10,3200,600,1000,102.231372,102.62933,0,Errors
60,10,3200,600,1100,102.403989,102.879865,0,Errors
60,10,3200,600,1200,102.575677,103.128595,0,Errors
60,10,3200,700,800,101.963581,102.122729,0,Errors
60,10,3200,700,900,102.137794,102.376961,0,Errors
60,10,3200,700,1000,102.311166,102.62933,0,Errors
60,10,3200,700,1100,102.483599,102.879865,0,Errors
60,10,3200,700,1200,102.655118,103.128595,0,Errors
60,10,3200,700,1300,102.825742,103.375549,0,Errors
60,10,3200,800,900,102.217409,102.376963,0,Errors
60,10,3200,800,1000,102.390462,102.62933,0,Errors
60,10,3200,800,1100,102.562728,102.879865,0,Errors
60,10,3200,800,1200,102.734072,103.128595,0,Errors
60,10,3200,800,1300,102.904514,103.375549,0,Errors
60,10,3200,800,1400,103.074072,103.620755,0,Errors
60,10,3200,900,1000,102.469385,102.629332,0,Errors
60,10,3200,900,1100,102.641286,102.879865,0,Errors
60,10,3200,900,1200,102.812466,103.128595,0,Errors
60,10,3200,900,1300,102.982733,103.375549,0,Errors
60,10,3200,900,1400,103.152108,103.620755,0,Errors
60,10,3200,900,1500,103.320609,103.864241,0,Errors
60,10,3200,1000,1100,102.719298,102.879865,0,Errors
60,10,3200,1000,1200,102.890337,103.128595,0,Errors
60,10,3200,1000,1300,103.060434,103.375549,0,Errors
60,10,3200,1000,1400,103.229631,103.620755,0,Errors
60,10,3200,1000,1500,103.397951,103.864241,0,Errors
60,10,3200,1000,1600,103.565411,104.106033,0,Errors
60,10,3200,1100,1200,102.967683,103.128595,0,Errors
60,10,3200,1100,1300,103.137635,103.375549,0,Errors
60,10,3200,1100,1400,103.30666,103.620755,0,Errors
60,10,3200,1100,1500,103.474802,103.864241,0,Errors
60,10,3200,1100,1600,103.642081,104.106032,0,Errors
60,10,3200,1100,1700,103.808515,104.346157,0,Errors
60,10,3200,1200,1300,103.214314,103.375549,0,Errors
60,10,3200,1200,1400,103.383196,103.620755,0,Errors
60,10,3200,1200,1500,103.551167,103.864241,0,Errors
60,10,3200,1200,1600,103.718269,104.106032,0,Errors
60,10,3200,1200,1700,103.884524,104.346157,0,Errors
60,10,3200,1200,1800,104.049947,104.584639,0,Errors
60,10,3200,1300,1400,103.459217,103.620755,0,Errors
60,10,3200,1300,1500,103.627047,103.864241,0,Errors
60,10,3200,1300,1600,103.79398,104.106032,0,Errors
60,10,3200,1300,1700,103.960059,104.346157,0,Errors
60,10,3200,1300,1800,104.125305,104.584639,0,Errors
60,10,3200,1300,1900,104.289733,104.821503,0,Errors
60,10,3200,1400,1500,103.702419,103.864241,0,Errors
60,10,3200,1400,1600,103.869213,104.106032,0,Errors
60,10,3200,1400,1700,104.035124,104.346157,0,Errors
60,10,3200,1400,1800,104.200196,104.584639,0,Errors
60,10,3200,1400,1900,104.364448,104.821503,0,Errors
60,10,3200,1400,2000,104.527896,105.056775,0,Errors
60,10,3400,400,500,101.255597,101.348067,0,Errors
60,10,3400,400,600,101.4978,101.608602,0,Errors
60,10,3400,400,700,101.663238,101.866649,0,Errors
60,10,3400,400,800,101.834723,102.122774,0,Errors
60,10,3400,400,900,102.004908,102.377004,0,Errors
60,10,3400,400,1000,102.083821,102.629331,0,Errors
60,10,3400,500,600,101.45462,101.608542,0,Errors
60,10,3400,500,700,101.641605,101.866599,0,Errors
60,10,3400,500,800,101.816947,102.122728,0,Errors
60,10,3400,500,900,101.979614,102.376961,0,Errors
60,10,3400,500,1000,102.152914,102.62933,0,Errors
60,10,3400,500,1100,102.324978,102.879864,0,Errors
60,10,3400,600,700,101.804719,101.867076,0,Errors
60,10,3400,600,800,101.886689,102.122727,0,Errors
60,10,3400,600,900,102.060488,102.376961,0,Errors
60,10,3400,600,1000,102.23335,102.62933,0,Errors
60,10,3400,600,1100,102.405289,102.879864,0,Errors
60,10,3400,600,1200,102.648433,103.128618,0,Errors
60,10,3400,700,800,101.968686,102.122727,0,Errors
60,10,3400,700,900,102.140659,102.376961,0,Errors
60,10,3400,700,1000,102.383231,102.629353,0,Errors
60,10,3400,700,1100,102.552377,102.879885,0,Errors
60,10,3400,700,1200,102.7197,103.128613,0,Errors
60,10,3400,700,1300,102.886164,103.375565,0,Errors
60,10,3400,800,900,102.22041,102.376961,0,Errors
60,10,3400,800,1000,102.453668,102.629348,0,Errors
60,10,3400,800,1100,102.576225,102.879865,0,Errors
60,10,3400,800,1200,102.743423,103.128595,0,Errors
60,10,3400,800,1300,102.905285,103.375548,0,Errors
60,10,3400,800,1400,103.121378,103.620766,0,Errors
60,10,3400,900,1000,102.483263,102.629331,0,Errors
60,10,3400,900,1100,102.654947,102.879865,0,Errors
60,10,3400,900,1200,102.823855,103.128595,0,Errors
60,10,3400,900,1300,102.984157,103.375549,0,Errors
60,10,3400,900,1400,103.164465,103.620755,0,Errors
60,10,3400,900,1500,103.331503,103.864241,0,Errors
60,10,3400,1000,1100,102.722811,102.879865,0,Errors
60,10,3400,1000,1200,102.903758,103.128595,0,Errors
60,10,3400,1000,1300,103.072699,103.375549,0,Errors
60,10,3400,1000,1400,103.231758,103.620755,0,Errors
60,10,3400,1000,1500,103.425623,103.864244,0,Errors
60,10,3400,1000,1600,103.5905,104.106036,0,Errors
60,10,3400,1100,1200,102.971082,103.128595,0,Errors
60,10,3400,1100,1300,103.16582,103.375553,0,Errors
60,10,3400,1100,1400,103.33187,103.620758,0,Errors
60,10,3400,1100,1500,103.496794,103.864243,0,Errors
60,10,3400,1100,1600,103.660876,104.106034,0,Errors
60,10,3400,1100,1700,103.824171,104.346158,0,Errors
60,10,3400,1200,1300,103.21811,103.375549,0,Errors
60,10,3400,1200,1400,103.401356,103.620756,0,Errors
60,10,3400,1200,1500,103.566716,103.864242,0,Errors
60,10,3400,1200,1600,103.730949,104.106033,0,Errors
60,10,3400,1200,1700,103.894316,104.346157,0,Errors
60,10,3400,1200,1800,104.056893,104.584639,0,Errors
60,10,3400,1300,1400,103.463534,103.620755,0,Errors
60,10,3400,1300,1500,103.636151,103.864241,0,Errors
60,10,3400,1300,1600,103.800874,104.106032,0,Errors
60,10,3400,1300,1700,103.964447,104.346156,0,Errors
60,10,3400,1300,1800,104.127126,104.584638,0,Errors
60,10,3400,1300,1900,104.289012,104.821503,0,Errors
60,10,3400,1400,1500,103.708568,103.86424,0,Errors
60,10,3400,1400,1600,103.871972,104.106032,0,Errors
60,10,3400,1400,1700,104.037539,104.346156,0,Errors
60,10,3400,1400,1800,104.202827,104.584638,0,Errors
60,10,3400,1400,1900,104.367654,104.821503,0,Errors
60,10,3400,1400,2000,104.531835,105.056775,0,Errors
60,10,3600,400,500,101.177598,101.348523,0.025314001,OK
60,10,3600,400,600,101.353986,101.60854,0.025582492,OK
60,10,3600,400,700,101.529346,101.866596,0.025856313,OK
60,10,3600,400,800,101.703694,102.122725,0.02613554,OK
60,10,3600,400,900,101.877045,102.376959,0.026420259,OK
60,10,3600,400,1000,102.049415,102.629328,0.026710559,OK
60,10,3600,500,600,101.437985,101.608541,0.02608079,OK
60,10,3600,500,700,101.613155,101.866596,0.026362806,OK
60,10,3600,500,800,101.787315,102.122725,0.026650366,OK
60,10,3600,500,900,101.96048,102.376959,0.026943564,OK
60,10,3600,500,1000,102.132664,102.629328,0.027242492,OK
60,10,3600,500,1100,102.303884,102.879862,0.027547243,OK
60,10,3600,600,700,101.696402,101.866597,0.026884865,OK
60,10,3600,600,800,101.870375,102.122725,0.027180989,OK
60,10,3600,600,900,102.043355,102.376959,0.027482895,OK
60,10,3600,600,1000,102.215356,102.629328,0.027790682,OK
60,10,3600,600,1100,102.386394,102.879862,0.028104446,OK
60,10,3600,600,1200,102.556481,103.128592,0.028424284,OK
60,10,3600,700,800,101.952886,102.122726,0.027727693,OK
60,10,3600,700,900,102.125682,102.376959,0.02803854,OK
60,10,3600,700,1000,102.297501,102.629328,0.028355418,OK
60,10,3600,700,1100,102.468357,102.879862,0.028678428,OK
60,10,3600,700,1200,102.638264,103.128592,0.029007671,OK
60,10,3600,700,1300,102.807238,103.375546,0.029343251,OK
60,10,3600,800,900,102.207469,102.37696,0.028610775,OK
60,10,3600,800,1000,102.379106,102.629327,0.028936979,OK
60,10,3600,800,1100,102.549782,102.879862,0.02926947,OK
60,10,3600,800,1200,102.719511,103.128592,0.029608355,OK
60,10,3600,800,1300,102.888307,103.375546,0.029953739,OK
60,10,3600,800,1400,103.056184,103.620752,0.030305732,OK
60,10,3600,900,1000,102.460183,102.629329,0.029535631,OK
60,10,3600,900,1100,102.63068,102.879862,0.02987784,OK
60,10,3600,900,1200,102.800232,103.128592,0.030226602,OK
60,10,3600,900,1300,102.968852,103.375546,0.03058203,OK
60,10,3600,900,1400,103.136553,103.620752,0.030944234,OK
60,10,3600,900,1500,103.30335,103.864238,0.031313327,OK
60,10,3600,1000,1100,102.71106,102.879863,0.030503795,OK
60,10,3600,1000,1200,102.880435,103.128592,0.030862672,OK
60,10,3600,1000,1300,103.04888,103.375546,0.03122838,OK
60,10,3600,1000,1400,103.216408,103.620752,0.031601034,OK
60,10,3600,1000,1500,103.383032,103.864238,0.031980751,OK
60,10,3600,1000,1600,103.548765,104.106029,0.032367648,OK
60,10,3600,1100,1200,102.960131,103.128593,0.031516807,OK
60,10,3600,1100,1300,103.128402,103.375546,0.031893033,OK
60,10,3600,1100,1400,103.295757,103.620752,0.032276374,OK
60,10,3600,1100,1500,103.462209,103.864238,0.032666954,OK
60,10,3600,1100,1600,103.627772,104.106029,0.033064891,OK
60,10,3600,1100,1700,103.792458,104.346154,0.03347031,OK
60,10,3600,1200,1300,103.207425,103.375547,0.032576217,OK
60,10,3600,1200,1400,103.374608,103.620752,0.032970484,OK
60,10,3600,1200,1500,103.540891,103.864238,0.033372162,OK
60,10,3600,1200,1600,103.706284,104.106029,0.033781379,OK
60,10,3600,1200,1700,103.870802,104.346154,0.03419826,OK
60,10,3600,1200,1800,104.034457,104.584635,0.034622934,OK
60,10,3600,1300,1400,103.452971,103.620753,0.033683261,OK
60,10,3600,1300,1500,103.619084,103.864238,0.034096272,OK
60,10,3600,1300,1600,103.78431,104.106029,0.034516998,OK
60,10,3600,1300,1700,103.948662,104.346153,0.034945574,OK
60,10,3600,1300,1800,104.112151,104.584635,0.035382129,OK
60,10,3600,1300,1900,104.27479,104.8215,0.035826799,OK
60,10,3600,1400,1500,103.696799,103.864238,0.034840067,OK
60,10,3600,1400,1600,103.861858,104.106029,0.035272545,OK
60,10,3600,1400,1700,104.026044,104.346153,0.035713054,OK
60,10,3600,1400,1800,104.189369,104.584635,0.036161732,OK
60,10,3600,1400,1900,104.351844,104.8215,0.036618716,OK
60,10,3600,1400,2000,104.513483,105.056772,0.037084145,OK
60,10,3800,400,500,101.183603,101.348527,0.020999859,OK
60,10,3800,400,600,101.35992,101.60854,0.021193181,OK
60,10,3800,400,700,101.5352,101.866596,0.021390497,OK
60,10,3800,400,800,101.709458,102.122725,0.021591712,OK
60,10,3800,400,900,101.882709,102.376959,0.021796882,OK
60,10,3800,400,1000,102.054968,102.629328,0.022006068,OK
60,10,3800,500,600,101.444,101.608541,0.021551159,OK
60,10,3800,500,700,101.619094,101.866596,0.021754152,OK
60,10,3800,500,800,101.793167,102.122725,0.021961142,OK
60,10,3800,500,900,101.966235,102.376959,0.022172191,OK
60,10,3800,500,1000,102.138312,102.629328,0.022387359,OK
60,10,3800,500,1100,102.309414,102.879863,0.022606711,OK
60,10,3800,600,700,101.702427,101.866598,0.022129135,OK
60,10,3800,600,800,101.876317,102.122725,0.022342078,OK
60,10,3800,600,900,102.049203,102.376959,0.022559183,OK
60,10,3800,600,1000,102.2211,102.629328,0.022780515,OK
60,10,3800,600,1100,102.392022,102.879863,0.02300614,OK
60,10,3800,600,1200,102.561985,103.128593,0.023236124,OK
60,10,3800,700,800,101.958917,102.122727,0.022734785,OK
60,10,3800,700,900,102.131622,102.376959,0.022958131,OK
60,10,3800,700,1000,102.30334,102.629328,0.023185811,OK
60,10,3800,700,1100,102.474084,102.879863,0.023417896,OK
60,10,3800,700,1200,102.64387,103.128593,0.023654454,OK
60,10,3800,700,1300,102.812712,103.375546,0.023895554,OK
60,10,3800,800,900,102.213503,102.37696,0.023369304,OK
60,10,3800,800,1000,102.385042,102.629328,0.023603522,OK
60,10,3800,800,1100,102.555609,102.879863,0.023842256,OK
60,10,3800,800,1200,102.72522,103.128592,0.024085581,OK
60,10,3800,800,1300,102.893887,103.375546,0.024333567,OK
60,10,3800,800,1400,103.061625,103.620753,0.024586289,OK
60,10,3800,900,1000,102.466215,102.629329,0.02403392,OK
60,10,3800,900,1100,102.636606,102.879863,0.024279499,OK
60,10,3800,900,1200,102.806042,103.128592,0.024529784,OK
60,10,3800,900,1300,102.974537,103.375546,0.024784854,OK
60,10,3800,900,1400,103.142103,103.620753,0.025044783,OK
60,10,3800,900,1500,103.308754,103.864238,0.025309649,OK
60,10,3800,1000,1100,102.717084,102.879864,0.024729897,OK
60,10,3800,1000,1200,102.886347,103.128592,0.024987343,OK
60,10,3800,1000,1300,103.054669,103.375546,0.025249696,OK
60,10,3800,1000,1400,103.222064,103.620752,0.025517035,OK
60,10,3800,1000,1500,103.388546,103.864238,0.02578944,OK
60,10,3800,1000,1600,103.554128,104.10603,0.026066992,OK
60,10,3800,1100,1200,102.966142,103.128593,0.025458532,OK
60,10,3800,1100,1300,103.134293,103.375546,0.025728372,OK
60,10,3800,1100,1400,103.301519,103.620752,0.026003325,OK
60,10,3800,1100,1500,103.467832,103.864238,0.026283476,OK
60,10,3800,1100,1600,103.633246,104.10603,0.026568908,OK
60,10,3800,1100,1700,103.797775,104.346154,0.026859708,OK
60,10,3800,1200,1300,103.213417,103.375547,0.026221155,OK
60,10,3800,1200,1400,103.380474,103.620752,0.026503931,OK
60,10,3800,1200,1500,103.54662,103.864238,0.026792036,OK
60,10,3800,1200,1600,103.711868,104.10603,0.02708556,OK
60,10,3800,1200,1700,103.876231,104.346154,0.027384589,OK
60,10,3800,1200,1800,104.039722,104.584636,0.027689214,OK
60,10,3800,1300,1400,103.458939,103.620753,0.027018901,OK
60,10,3800,1300,1500,103.624919,103.864238,0.02731517,OK
60,10,3800,1300,1600,103.790002,104.10603,0.027616993,OK
60,10,3800,1300,1700,103.9542,104.346154,0.027924464,OK
60,10,3800,1300,1800,104.117528,104.584636,0.028237675,OK
60,10,3800,1300,1900,104.279996,104.821501,0.028556718,OK
60,10,3800,1400,1500,103.702736,103.864239,0.027853562,OK
60,10,3800,1400,1600,103.867654,104.10603,0.028163905,OK
60,10,3800,1400,1700,104.03169,104.346154,0.028480036,OK
60,10,3800,1400,1800,104.194856,104.584636,0.028802053,OK
60,10,3800,1400,1900,104.357163,104.821501,0.029130053,OK
60,10,3800,1400,2000,104.518624,105.056772,0.029464132,OK
60,10,4000,400,500,101.188926,101.348527,0.017893106,OK
60,10,4000,400,600,101.365222,101.60854,0.018035831,OK
60,10,4000,400,700,101.540472,101.866597,0.01818151,OK
60,10,4000,400,800,101.714688,102.122726,0.018330082,OK
60,10,4000,400,900,101.887888,102.376959,0.018481584,OK
60,10,4000,400,1000,102.060087,102.629328,0.018636055,OK
60,10,4000,500,600,101.449345,101.608541,0.018297665,OK
60,10,4000,500,700,101.624411,101.866597,0.01844728,OK
60,10,4000,500,800,101.798447,102.122726,0.018599853,OK
60,10,4000,500,900,101.971467,102.376959,0.018755426,OK
60,10,4000,500,1000,102.143486,102.629328,0.018914039,OK
60,10,4000,500,1100,102.314521,102.879863,0.019075735,OK
60,10,4000,600,700,101.707795,101.866598,0.018721157,OK
60,10,4000,600,800,101.881649,102.122726,0.018877858,OK
60,10,4000,600,900,102.05449,102.376959,0.019037628,OK
60,10,4000,600,1000,102.226332,102.629328,0.019200512,OK
60,10,4000,600,1100,102.39719,102.879863,0.019366553,OK
60,10,4000,600,1200,102.56708,103.128593,0.019535793,OK
60,10,4000,700,800,101.964305,102.122727,0.019164301,OK
60,10,4000,700,900,102.136967,102.376959,0.0193284,OK
60,10,4000,700,1000,102.308633,102.629328,0.019495686,OK
60,10,4000,700,1100,102.479316,102.879863,0.019666205,OK
60,10,4000,700,1200,102.649031,103.128593,0.019840004,OK
60,10,4000,700,1300,102.817793,103.375547,0.020017127,OK
60,10,4000,800,900,102.218908,102.37696,0.019627953,OK
60,10,4000,800,1000,102.390398,102.629328,0.019799778,OK
60,10,4000,800,1100,102.560907,102.879863,0.019974913,OK
60,10,4000,800,1200,102.730449,103.128593,0.020153408,OK
60,10,4000,800,1300,102.89904,103.375547,0.020335311,OK
60,10,4000,800,1400,103.066692,103.620753,0.02052067,OK
60,10,4000,900,1000,102.471636,102.629329,0.020113005,OK
60,10,4000,900,1100,102.641972,102.879863,0.020292899,OK
60,10,4000,900,1200,102.811343,103.128593,0.020476233,OK
60,10,4000,900,1300,102.979763,103.375547,0.02066306,OK
60,10,4000,900,1400,103.147246,103.620753,0.02085343,OK
60,10,4000,900,1500,103.313805,103.864238,0.021047395,OK
60,10,4000,1000,1100,102.72252,102.879864,0.020620386,OK
60,10,4000,1000,1200,102.89172,103.128593,0.020808707,OK
60,10,4000,1000,1300,103.059971,103.375547,0.021000606,OK
60,10,4000,1000,1400,103.227286,103.620753,0.021196137,OK
60,10,4000,1000,1500,103.393678,103.864238,0.021395353,OK
60,10,4000,1000,1600,103.559162,104.10603,0.02159831,OK
60,10,4000,1100,1200,102.971589,103.128594,0.02115106,OK
60,10,4000,1100,1300,103.139671,103.375547,0.021348184,OK
60,10,4000,1100,1400,103.306819,103.620753,0.02154903,OK
60,10,4000,1100,1500,103.473046,103.864238,0.021753653,OK
60,10,4000,1100,1600,103.638365,104.10603,0.021962112,OK
60,10,4000,1100,1700,103.802789,104.346154,0.022174464,OK
60,10,4000,1200,1300,103.218873,103.375548,0.021706029,OK
60,10,4000,1200,1400,103.385855,103.620753,0.021912348,OK
60,10,4000,1200,1500,103.551917,103.864238,0.022122538,OK
60,10,4000,1200,1600,103.717073,104.10603,0.022336661,OK
60,10,4000,1200,1700,103.881334,104.346154,0.022554776,OK
60,10,4000,1200,1800,104.044715,104.584636,0.022776943,OK
60,10,4000,1300,1400,103.464401,103.620754,0.022286174,OK
60,10,4000,1300,1500,103.630299,103.864238,0.022502092,OK
60,10,4000,1300,1600,103.795292,104.10603,0.022722041,OK
60,10,4000,1300,1700,103.959392,104.346154,0.022946083,OK
60,10,4000,1300,1800,104.122612,104.584636,0.023174281,OK
60,10,4000,1300,1900,104.284965,104.821501,0.0234067,OK
60,10,4000,1400,1500,103.7082,103.864239,0.022892856,OK
60,10,4000,1400,1600,103.873031,104.10603,0.023118803,OK
60,10,4000,1400,1700,104.036971,104.346154,0.023348944,OK
60,10,4000,1400,1800,104.200032,104.584636,0.023583348,OK
60,10,4000,1400,1900,104.362226,104.821501,0.02382208,OK
60,10,4000,1400,2000,104.523566,105.056773,0.024065208,OK
60,10,4200,400,500,101.193648,101.348527,0.015593426,OK
60,10,4200,400,600,101.369962,101.60854,0.015701431,OK
60,10,4200,400,700,101.545221,101.866597,0.015811686,OK
60,10,4200,400,800,101.719438,102.122726,0.015924165,OK
60,10,4200,400,900,101.892629,102.376959,0.016038893,OK
60,10,4200,400,1000,102.064809,102.629328,0.016155896,OK
60,10,4200,500,600,101.45409,101.608541,0.015897354,OK
60,10,4200,500,700,101.629168,101.866597,0.016010386,OK
60,10,4200,500,800,101.803206,102.122726,0.016125686,OK
60,10,4200,500,900,101.976219,102.376959,0.016243282,OK
60,10,4200,500,1000,102.148223,102.629328,0.016363201,OK
60,10,4200,500,1100,102.319233,102.879863,0.016485469,OK
60,10,4200,600,700,101.712562,101.866598,0.016214941,OK
60,10,4200,600,800,101.886421,102.122726,0.016333149,OK
60,10,4200,600,900,102.059258,102.376959,0.016453699,OK
60,10,4200,600,1000,102.231087,102.629328,0.016576621,OK
60,10,4200,600,1100,102.401923,102.879863,0.016701943,OK
60,10,4200,600,1200,102.571782,103.128593,0.016829694,OK
60,10,4200,700,800,101.969095,102.122727,0.016546697,OK
60,10,4200,700,900,102.141755,102.376959,0.016670292,OK
60,10,4200,700,1000,102.31341,102.629328,0.016796308,OK
60,10,4200,700,1100,102.484073,102.879863,0.016924776,OK
60,10,4200,700,1200,102.65376,103.128593,0.017055725,OK
