"feed temperature (C)","feed flow (t/HR)","steam flow (kg/hr)",top pressure  (mm-water-G),bottom pressure (mm-water-G),top temperature (C),bottom temperature (C),"bottom EDC (ppm)",Status
75,18,5600,1400,1900,104.27583,104.8215,0.038027031,OK
75,18,5600,1400,2000,104.423587,105.056772,0.03830569,OK
75,18,5800,400,500,101.161751,101.348527,0.030666907,OK
75,18,5800,400,600,101.323099,101.608539,0.030824835,OK
75,18,5800,400,700,101.483512,101.866596,0.030986247,OK
75,18,5800,400,800,101.643,102.122725,0.031151166,OK
75,18,5800,400,900,101.801579,102.376958,0.031319618,OK
75,18,5800,400,1000,101.959262,102.629327,0.031491627,OK
75,18,5800,500,600,101.42223,101.608541,0.030990435,OK
75,18,5800,500,700,101.582469,101.866596,0.031154307,OK
75,18,5800,500,800,101.741786,102.122725,0.031321715,OK
75,18,5800,500,900,101.900194,102.376958,0.031492688,OK
75,18,5800,500,1000,102.057707,102.629327,0.031667252,OK
75,18,5800,500,1100,102.21434,102.879862,0.031845435,OK
75,18,5800,600,700,101.680737,101.866597,0.031327069,OK
75,18,5800,600,800,101.839882,102.122725,0.031497019,OK
75,18,5800,600,900,101.998121,102.376958,0.031670565,OK
75,18,5800,600,1000,102.155467,102.629327,0.031847737,OK
75,18,5800,600,1100,102.311932,102.879862,0.032028562,OK
75,18,5800,600,1200,102.467531,103.128592,0.032213071,OK
75,18,5800,700,800,101.937302,102.122726,0.031677136,OK
75,18,5800,700,900,102.095372,102.376958,0.03185331,OK
75,18,5800,700,1000,102.25255,102.629327,0.032033143,OK
75,18,5800,700,1100,102.40885,102.879862,0.032216665,OK
75,18,5800,700,1200,102.564284,103.128592,0.032403908,OK
75,18,5800,700,1300,102.718866,103.375546,0.032594903,OK
75,18,5800,800,900,102.191957,102.37696,0.032040983,OK
75,18,5800,800,1000,102.348969,102.629327,0.032223533,OK
75,18,5800,800,1100,102.505104,102.879862,0.032409808,OK
75,18,5800,800,1200,102.660375,103.128592,0.032599842,OK
75,18,5800,800,1300,102.814795,103.375546,0.032793667,OK
75,18,5800,800,1400,102.968375,103.620752,0.032991316,OK
75,18,5800,900,1000,102.444734,102.629329,0.032418976,OK
75,18,5800,900,1100,102.600705,102.879862,0.032608064,OK
75,18,5800,900,1200,102.755814,103.128592,0.032800947,OK
75,18,5800,900,1300,102.910072,103.375546,0.032997661,OK
75,18,5800,900,1400,103.063493,103.620752,0.033198241,OK
75,18,5800,900,1500,103.216088,103.864238,0.03340272,OK
75,18,5800,1000,1100,102.695663,102.879863,0.032811499,OK
75,18,5800,1000,1200,102.85061,103.128592,0.033007293,OK
75,18,5800,1000,1300,103.004708,103.375546,0.033206958,OK
75,18,5800,1000,1400,103.15797,103.620752,0.033410529,OK
75,18,5800,1000,1500,103.310407,103.864238,0.033618044,OK
75,18,5800,1000,1600,103.462032,104.106029,0.033829539,OK
75,18,5800,1100,1200,102.944774,103.128593,0.033218952,OK
75,18,5800,1100,1300,103.098713,103.375546,0.033421631,OK
75,18,5800,1100,1400,103.251817,103.620752,0.033628258,OK
75,18,5800,1100,1500,103.404097,103.864238,0.033838873,OK
75,18,5800,1100,1600,103.555566,104.106029,0.034053513,OK
75,18,5800,1100,1700,103.706236,104.346154,0.034272219,OK
75,18,5800,1200,1300,103.192097,103.375547,0.033641756,OK
75,18,5800,1200,1400,103.345043,103.620752,0.033851506,OK
75,18,5800,1200,1500,103.497168,103.864238,0.034065287,OK
75,18,5800,1200,1600,103.648482,104.106029,0.034283141,OK
75,18,5800,1200,1700,103.798998,104.346154,0.034505107,OK
75,18,5800,1200,1800,103.948727,104.584636,0.034731227,OK
75,18,5800,1300,1400,103.437659,103.620753,0.034080354,OK
75,18,5800,1300,1500,103.589628,103.864238,0.034297371,OK
75,18,5800,1300,1600,103.740789,104.106029,0.034518506,OK
75,18,5800,1300,1700,103.891152,104.346154,0.034743803,OK
75,18,5800,1300,1800,104.04073,104.584636,0.034973303,OK
75,18,5800,1300,1900,104.189532,104.8215,0.035207051,OK
75,18,5800,1400,1500,103.681488,103.864239,0.034535207,OK
75,18,5800,1400,1600,103.832496,104.106029,0.034759697,OK
75,18,5800,1400,1700,103.982707,104.346154,0.034988396,OK
75,18,5800,1400,1800,104.132134,104.584636,0.03522135,OK
75,18,5800,1400,1900,104.280786,104.8215,0.035458604,OK
75,18,5800,1400,2000,104.428676,105.056772,0.035700203,OK
75,18,6000,400,500,101.165564,101.348527,0.029066732,OK
75,18,6000,400,600,101.327145,101.60854,0.029204235,OK
75,18,6000,400,700,101.487782,101.866596,0.029344882,OK
75,18,6000,400,800,101.647489,102.122725,0.029488694,OK
75,18,6000,400,900,101.806278,102.376959,0.029635688,OK
75,18,6000,400,1000,101.964166,102.629328,0.029785885,OK
75,18,6000,500,600,101.426062,101.608541,0.029347815,OK
75,18,6000,500,700,101.586526,101.866596,0.02949058,OK
75,18,6000,500,800,101.746061,102.122725,0.029636532,OK
75,18,6000,500,900,101.904681,102.376959,0.029785693,OK
75,18,6000,500,1000,102.062398,102.629328,0.029938083,OK
75,18,6000,500,1100,102.219228,102.879862,0.030093723,OK
75,18,6000,600,700,101.684588,101.866597,0.029640401,OK
75,18,6000,600,800,101.843952,102.122725,0.029788537,OK
75,18,6000,600,900,102.002402,102.376959,0.029939905,OK
75,18,6000,600,1000,102.159952,102.629328,0.03009453,OK
75,18,6000,600,1100,102.316615,102.879862,0.030252434,OK
75,18,6000,600,1200,102.472405,103.128592,0.03041364,OK
75,18,6000,700,800,101.941172,102.122726,0.029944752,OK
75,18,6000,700,900,102.099454,102.376959,0.030098373,OK
75,18,6000,700,1000,102.256837,102.629328,0.030255277,OK
75,18,6000,700,1100,102.413335,102.879862,0.030415488,OK
75,18,6000,700,1200,102.56896,103.128592,0.03057903,OK
75,18,6000,700,1300,102.723726,103.375546,0.030745929,OK
75,18,6000,800,900,102.195847,102.37696,0.030261143,OK
75,18,6000,800,1000,102.353064,102.629328,0.030420371,OK
75,18,6000,800,1100,102.509397,102.879862,0.030582934,OK
75,18,6000,800,1200,102.66486,103.128592,0.030748859,OK
75,18,6000,800,1300,102.819464,103.375546,0.030918172,OK
75,18,6000,800,1400,102.973222,103.620752,0.031090897,OK
75,18,6000,900,1000,102.448644,102.629329,0.030589867,OK
75,18,6000,900,1100,102.604813,102.879862,0.030754831,OK
75,18,6000,900,1200,102.760114,103.128592,0.030923186,OK
75,18,6000,900,1300,102.914557,103.375546,0.03109496,OK
75,18,6000,900,1400,103.068156,103.620752,0.03127018,OK
75,18,6000,900,1500,103.220923,103.864238,0.031448874,OK
75,18,6000,1000,1100,102.699593,102.879863,0.030931229,OK
75,18,6000,1000,1200,102.854732,103.128592,0.031102064,OK
75,18,6000,1000,1300,103.009015,103.375546,0.031276349,OK
75,18,6000,1000,1400,103.162456,103.620752,0.031454113,OK
75,18,6000,1000,1500,103.315065,103.864238,0.031635386,OK
75,18,6000,1000,1600,103.466855,104.10603,0.031820198,OK
75,18,6000,1100,1200,102.948725,103.128593,0.03128555,OK
75,18,6000,1100,1300,103.102849,103.375546,0.031462398,OK
75,18,6000,1100,1400,103.256132,103.620752,0.031642758,OK
75,18,6000,1100,1500,103.408584,103.864238,0.031826662,OK
75,18,6000,1100,1600,103.56022,104.10603,0.03201414,OK
75,18,6000,1100,1700,103.711049,104.346154,0.032205224,OK
75,18,6000,1200,1300,103.196068,103.375547,0.031653166,OK
75,18,6000,1200,1400,103.349193,103.620752,0.031836176,OK
75,18,6000,1200,1500,103.501491,103.864238,0.032022764,OK
75,18,6000,1200,1600,103.652972,104.10603,0.032212964,OK
75,18,6000,1200,1700,103.803647,104.346154,0.032406807,OK
75,18,6000,1200,1800,103.95353,104.584636,0.032604327,OK
75,18,6000,1300,1400,103.44165,103.620753,0.03203443,OK
75,18,6000,1300,1500,103.593793,103.864238,0.032223759,OK
75,18,6000,1300,1600,103.745121,104.10603,0.032416735,OK
75,18,6000,1300,1700,103.895644,104.346154,0.032613394,OK
75,18,6000,1300,1800,104.045375,104.584636,0.03281377,OK
75,18,6000,1300,1900,104.194325,104.8215,0.033017897,OK
75,18,6000,1400,1500,103.685501,103.864239,0.032429711,OK
75,18,6000,1400,1600,103.836675,104.10603,0.032625523,OK
75,18,6000,1400,1700,103.987048,104.346154,0.032825056,OK
75,18,6000,1400,1800,104.136629,104.584636,0.033028346,OK
75,18,6000,1400,1900,104.285429,104.8215,0.033235429,OK
75,18,6000,1400,2000,104.43346,105.056772,0.033446343,OK
75,19,2000,400,500,100.81017,101.348408,0.941238705,OK
75,19,2000,400,600,100.971786,101.608421,0.976320103,OK
75,19,2000,400,700,101.132935,101.866472,1.01302332,OK
75,19,2000,400,800,101.293631,102.122597,1.05143639,OK
75,19,2000,400,900,101.453888,102.376825,1.09165279,OK
75,19,2000,400,1000,101.613721,102.629189,1.13377175,OK
75,19,2000,500,600,101.06983,101.60842,0.998226178,OK
75,19,2000,500,700,101.230721,101.86647,1.03572931,OK
75,19,2000,500,800,101.391162,102.122594,1.07497833,OK
75,19,2000,500,900,101.551165,102.376822,1.11606687,OK
75,19,2000,500,1000,101.710742,102.629186,1.15909579,OK
75,19,2000,500,1100,101.869909,102.879715,1.20417218,OK
75,19,2000,600,700,101.327733,101.866469,1.05878267,OK
75,19,2000,600,800,101.487919,102.122591,1.09887671,OK
75,19,2000,600,900,101.647669,102.376819,1.14084828,OK
75,19,2000,600,1000,101.806994,102.629183,1.18479836,OK
75,19,2000,600,1100,101.965908,102.879712,1.23083578,OK
75,19,2000,600,1200,102.124425,103.128436,1.27907608,OK
75,19,2000,700,800,101.583921,102.12259,1.12313372,OK
75,19,2000,700,900,101.743419,102.376816,1.16599754,OK
75,19,2000,700,1000,101.902495,102.62918,1.21087992,OK
75,19,2000,700,1100,102.061159,102.879709,1.25788982,OK
75,19,2000,700,1200,102.219426,103.128433,1.30714458,OK
75,19,2000,700,1300,102.377308,103.37538,1.35876884,OK
75,19,2000,800,900,101.838435,102.376815,1.19151635,OK
75,19,2000,800,1000,101.997261,102.629176,1.23734042,OK
75,19,2000,800,1100,102.155678,102.879705,1.28533412,OK
75,19,2000,800,1200,102.313698,103.128429,1.33561498,OK
75,19,2000,800,1300,102.471334,103.375377,1.38830957,OK
75,19,2000,800,1400,102.628598,103.620576,1.44355234,OK
75,19,2000,900,1000,102.091311,102.629175,1.26418307,OK
75,19,2000,900,1100,102.249482,102.879702,1.31317021,OK
75,19,2000,900,1200,102.407258,103.128426,1.3644888,OK
75,19,2000,900,1300,102.56465,103.375373,1.41826563,OK
75,19,2000,900,1400,102.721671,103.620572,1.47463719,OK
75,19,2000,900,1500,102.878333,103.864051,1.53374851,OK
75,19,2000,1000,1100,102.342589,102.8797,1.34139972,OK
75,19,2000,1000,1200,102.500122,103.128422,1.39376586,OK
75,19,2000,1000,1300,102.657273,103.375369,1.44863675,OK
75,19,2000,1000,1400,102.814053,103.620568,1.50614923,OK
75,19,2000,1000,1500,102.970475,103.864046,1.56645048,OK
75,19,2000,1000,1600,103.126551,104.105831,1.62969699,OK
75,19,2000,1100,1200,102.592306,103.12842,1.42344823,OK
75,19,2000,1100,1300,102.749217,103.375365,1.47942327,OK
75,19,2000,1100,1400,102.905759,103.620564,1.53808872,OK
75,19,2000,1100,1500,103.061944,103.864042,1.59959226,OK
75,19,2000,1100,1600,103.217784,104.105826,1.66409265,OK
75,19,2000,1100,1700,103.373291,104.345942,1.7317588,OK
75,19,2000,1200,1300,102.840499,103.375363,1.51062714,OK
75,19,2000,1200,1400,102.996804,103.62056,1.57045594,OK
75,19,2000,1200,1500,103.152755,103.864038,1.63317406,OK
75,19,2000,1200,1600,103.308361,104.105822,1.69894096,OK
75,19,2000,1200,1700,103.463635,104.345938,1.76792795,OK
75,19,2000,1200,1800,103.618588,104.584411,1.84031734,OK
75,19,2000,1300,1400,103.087206,103.620558,1.60325271,OK
75,19,2000,1300,1500,103.242922,103.864034,1.66719614,OK
75,19,2000,1300,1600,103.398297,104.105818,1.73424209,OK
75,19,2000,1300,1700,103.553341,104.345933,1.80456281,OK
75,19,2000,1300,1800,103.708065,104.584406,1.87834318,OK
75,19,2000,1300,1900,103.862482,104.821262,1.95578014,OK
75,19,2000,1400,1500,103.332463,103.864031,1.70166013,OK
75,19,2000,1400,1600,103.487607,104.105813,1.76999626,OK
75,19,2000,1400,1700,103.642423,104.345929,1.84166353,OK
75,19,2000,1400,1800,103.796921,104.584402,1.91684806,OK
75,19,2000,1400,1900,103.951112,104.821257,1.99574954,OK
75,19,2000,1400,2000,104.105008,105.056518,2.07858073,OK
75,19,2200,400,500,100.873565,101.348452,0.626764597,OK
75,19,2200,400,600,101.034477,101.608466,0.646764042,OK
75,19,2200,400,700,101.194859,101.866521,0.667546675,OK
75,19,2200,400,800,101.354723,102.122647,0.689148785,OK
75,19,2200,400,900,101.514085,102.376878,0.711608586,OK
75,19,2200,400,1000,101.672959,102.629244,0.734966318,OK
75,19,2200,500,600,101.133333,101.608467,0.661455448,OK
75,19,2200,500,700,101.293475,101.866519,0.682704101,OK
75,19,2200,500,800,101.453102,102.122645,0.704790565,OK
75,19,2200,500,900,101.612226,102.376876,0.727753402,OK
75,19,2200,500,1000,101.770862,102.629242,0.751633667,OK
75,19,2200,500,1100,101.929023,102.879774,0.776474596,OK
75,19,2200,600,700,101.391309,101.866519,0.698107781,OK
75,19,2200,600,800,101.550699,102.122643,0.720685139,OK
75,19,2200,600,900,101.709588,102.376874,0.744158286,OK
75,19,2200,600,1000,101.867988,102.62924,0.768568602,OK
75,19,2200,600,1100,102.025914,102.879772,0.793960177,OK
75,19,2200,600,1200,102.183378,103.128499,0.820379442,OK
75,19,2200,700,800,101.647533,102.122643,0.736833805,OK
75,19,2200,700,900,101.806186,102.376872,0.760823999,OK
75,19,2200,700,1000,101.964353,102.629238,0.785771907,OK
75,19,2200,700,1100,102.122046,102.87977,0.811721913,OK
75,19,2200,700,1200,102.279277,103.128497,0.838721341,OK
75,19,2200,700,1300,102.43606,103.375448,0.866820029,OK
75,19,2200,800,900,101.902041,102.376872,0.777751685,OK
75,19,2200,800,1000,102.059975,102.629236,0.803244097,OK
75,19,2200,800,1100,102.217437,102.879768,0.829760323,OK
75,19,2200,800,1200,102.374436,103.128495,0.857347949,OK
75,19,2200,800,1300,102.530988,103.375446,0.886057745,OK
75,19,2200,800,1400,102.687105,103.620648,0.91594318,OK
75,19,2200,900,1000,102.154872,102.629236,0.820987364,OK
75,19,2200,900,1100,102.312102,102.879766,0.848076927,OK
75,19,2200,900,1200,102.468873,103.128493,0.876260819,OK
75,19,2200,900,1300,102.625195,103.375443,0.90559004,OK
75,19,2200,900,1400,102.781083,103.620646,0.936119031,OK
75,19,2200,900,1500,102.936548,103.864128,0.967905121,OK
75,19,2200,1000,1100,102.40606,102.879765,0.866673139,OK
75,19,2200,1000,1200,102.562602,103.12849,0.895460576,OK
75,19,2200,1000,1300,102.718697,103.375441,0.925417527,OK
75,19,2200,1000,1400,102.874358,103.620644,0.956598625,OK
75,19,2200,1000,1500,103.029596,103.864125,0.989062218,OK
75,19,2200,1000,1600,103.184425,104.105913,1.02286975,OK
75,19,2200,1100,1200,102.65564,103.12849,0.91494905,OK
75,19,2200,1100,1300,102.811509,103.375439,0.945541173,OK
75,19,2200,1100,1400,102.966945,103.620641,0.977382926,OK
75,19,2200,1100,1500,103.121958,103.864123,1.01053281,OK
75,19,2200,1100,1600,103.276562,104.105911,1.04505334,OK
75,19,2200,1100,1700,103.430768,104.346031,1.08101033,OK
75,19,2200,1200,1300,102.903646,103.375438,0.965962919,OK
75,19,2200,1200,1400,103.058858,103.620639,0.998472926,OK
75,19,2200,1200,1500,103.213649,103.86412,1.03231789,OK
75,19,2200,1200,1600,103.36803,104.105908,1.06756044,OK
75,19,2200,1200,1700,103.522014,104.346028,1.1042675,OK
75,19,2200,1200,1800,103.675612,104.584506,1.14250955,OK
75,19,2200,1300,1400,103.150113,103.620638,1.01987066,OK
75,19,2200,1300,1500,103.304682,103.864118,1.05441844,OK
75,19,2200,1300,1600,103.458843,104.105906,1.09039202,OK
75,19,2200,1300,1700,103.612607,104.346025,1.1278584,OK
75,19,2200,1300,1800,103.765985,104.584503,1.16688922,OK
75,19,2200,1300,1900,103.91899,104.821363,1.20755992,OK
75,19,2200,1400,1500,103.395073,103.864117,1.0768366,OK
75,19,2200,1400,1600,103.549014,104.105903,1.1135491,OK
75,19,2200,1400,1700,103.70256,104.346023,1.15178403,OK
75,19,2200,1400,1800,103.855721,104.5845,1.19161309,OK
75,19,2200,1400,1900,104.008508,104.82136,1.23311292,OK
75,19,2200,1400,2000,104.160933,105.056627,1.27636424,OK
75,19,2400,400,500,100.920257,101.348481,0.443173473,OK
75,19,2400,400,600,101.080489,101.608492,0.455642463,OK
75,19,2400,400,700,101.240126,101.866547,0.468551519,OK
75,19,2400,400,800,101.399187,102.122674,0.481902988,OK
75,19,2400,400,900,101.557685,102.376906,0.495714553,OK
75,19,2400,400,1000,101.715633,102.629274,0.510004722,OK
75,19,2400,500,600,101.17992,101.608492,0.466082929,OK
75,19,2400,500,700,101.339331,101.866546,0.479286038,OK
75,19,2400,500,800,101.498167,102.122673,0.492941409,OK
75,19,2400,500,900,101.656441,102.376905,0.507067048,OK
75,19,2400,500,1000,101.814166,102.629273,0.521681875,OK
75,19,2400,500,1100,101.971355,102.879806,0.536805692,OK
75,19,2400,600,700,101.43775,101.866546,0.490205022,OK
75,19,2400,600,800,101.596362,102.122672,0.504168626,OK
75,19,2400,600,900,101.754414,102.376904,0.518612925,OK
75,19,2400,600,1000,101.911917,102.629271,0.533557161,OK
75,19,2400,600,1100,102.068884,102.879804,0.54902157,OK
75,19,2400,600,1200,102.225329,103.128533,0.565027335,OK
75,19,2400,700,800,101.693791,102.122672,0.515584973,OK
75,19,2400,700,900,101.85162,102.376903,0.530352439,OK
75,19,2400,700,1000,102.008903,102.62927,0.545630876,OK
75,19,2400,700,1100,102.165651,102.879803,0.561440839,OK
75,19,2400,700,1200,102.321877,103.128531,0.57780397,OK
75,19,2400,700,1300,102.477594,103.375483,0.594742923,OK
75,19,2400,800,900,101.948079,102.376903,0.542285867,OK
75,19,2400,800,1000,102.105142,102.629269,0.557903185,OK
75,19,2400,800,1100,102.261672,102.879802,0.574063699,OK
75,19,2400,800,1200,102.417681,103.12853,0.590789366,OK
75,19,2400,800,1300,102.57318,103.375482,0.608103323,OK
75,19,2400,800,1400,102.728183,103.620686,0.626029792,OK
75,19,2400,900,1000,102.200651,102.629269,0.570375091,OK
75,19,2400,900,1100,102.356964,102.8798,0.586891031,OK
75,19,2400,900,1200,102.512757,103.128528,0.60398446,OK
75,19,2400,900,1300,102.66804,103.37548,0.621678826,OK
75,19,2400,900,1400,102.822828,103.620684,0.639998856,OK
75,19,2400,900,1500,102.977133,103.864168,0.658970437,OK
75,19,2400,1000,1100,102.451543,102.8798,0.599923396,OK
75,19,2400,1000,1200,102.60712,103.128527,0.617389638,OK
75,19,2400,1000,1300,102.762191,103.375479,0.63546985,OK
75,19,2400,1000,1400,102.916765,103.620683,0.654189062,OK
75,19,2400,1000,1500,103.070856,103.864166,0.673573692,OK
75,19,2400,1000,1600,103.224476,104.105956,0.693651401,OK
75,19,2400,1100,1200,102.700788,103.128527,0.631005787,OK
75,19,2400,1100,1300,102.855645,103.375477,0.649477079,OK
75,19,2400,1100,1400,103.010008,103.620681,0.668601132,OK
75,19,2400,1100,1500,103.163888,103.864165,0.688404657,OK
75,19,2400,1100,1600,103.317297,104.105954,0.70891587,OK
75,19,2400,1100,1700,103.470246,104.346076,0.730164313,OK
75,19,2400,1200,1300,102.94842,103.375477,0.663701536,OK
75,19,2400,1200,1400,103.102572,103.62068,0.683235843,OK
75,19,2400,1200,1500,103.256242,103.864163,0.703464144,OK
75,19,2400,1200,1600,103.409442,104.105953,0.724414932,OK
75,19,2400,1200,1700,103.562182,104.346074,0.746118332,OK
75,19,2400,1200,1800,103.714475,104.584554,0.768605883,OK
75,19,2400,1300,1400,103.194472,103.62068,0.698094349,OK
75,19,2400,1300,1500,103.347933,103.864161,0.718753017,OK
75,19,2400,1300,1600,103.500925,104.105951,0.740149483,OK
75,19,2400,1300,1700,103.653458,104.346073,0.762314136,OK
75,19,2400,1300,1800,103.805544,104.584552,0.785279124,OK
75,19,2400,1300,1900,103.957194,104.821414,0.809078106,OK
75,19,2400,1400,1500,103.438975,103.864161,0.734272553,OK
75,19,2400,1400,1600,103.59176,104.105949,0.756120466,OK
75,19,2400,1400,1700,103.744088,104.346071,0.778752697,OK
75,19,2400,1400,1800,103.895968,104.58455,0.802201642,OK
75,19,2400,1400,1900,104.047413,104.821412,0.826501595,OK
75,19,2400,1400,2000,104.198434,105.056681,0.851688462,OK
75,19,2600,400,500,100.957065,101.348496,0.326589887,OK
75,19,2600,400,600,101.116751,101.608507,0.334881885,OK
75,19,2600,400,700,101.275797,101.866562,0.343433027,OK
75,19,2600,400,800,101.434216,102.122691,0.352247082,OK
75,19,2600,400,900,101.592021,102.376923,0.361333171,OK
75,19,2600,400,1000,101.749225,102.629291,0.370700783,OK
75,19,2600,500,600,101.216599,101.608508,0.342583327,OK
75,19,2600,500,700,101.375428,101.866562,0.351334269,OK
75,19,2600,500,800,101.533632,102.12269,0.360353844,OK
75,19,2600,500,900,101.691221,102.376922,0.369651396,OK
75,19,2600,500,1000,101.848211,102.62929,0.379236634,OK
75,19,2600,500,1100,102.004613,102.879824,0.389119661,OK
75,19,2600,600,700,101.474269,101.866563,0.359383723,OK
75,19,2600,600,800,101.632258,102.122689,0.368611699,OK
75,19,2600,600,900,101.789634,102.376921,0.378123682,OK
75,19,2600,600,1000,101.946411,102.629289,0.387929609,OK
75,19,2600,600,1100,102.102602,102.879823,0.398039811,OK
75,19,2600,600,1200,102.258218,103.128552,0.408465045,OK
75,19,2600,700,800,101.730113,102.12269,0.377020409,OK
75,19,2600,700,900,101.887278,102.376921,0.386749813,OK
75,19,2600,700,1000,102.043844,102.629289,0.396779516,OK
75,19,2600,700,1100,102.199824,102.879822,0.407120083,OK
75,19,2600,700,1200,102.35523,103.128551,0.417782514,OK
75,19,2600,700,1300,102.510076,103.375504,0.428778259,OK
75,19,2600,800,900,101.984169,102.376921,0.395529497,OK
75,19,2600,800,1000,102.140525,102.629288,0.405786078,OK
75,19,2600,800,1100,102.296297,102.879821,0.416360225,OK
75,19,2600,800,1200,102.451495,103.12855,0.427263173,OK
75,19,2600,800,1300,102.606133,103.375503,0.438506629,OK
75,19,2600,800,1400,102.760222,103.620708,0.450102783,OK
75,19,2600,900,1000,102.236473,102.629288,0.414949507,OK
75,19,2600,900,1100,102.392037,102.87982,0.425760466,OK
75,19,2600,900,1200,102.547029,103.128549,0.436907293,OK
75,19,2600,900,1300,102.701461,103.375502,0.448401934,OK
75,19,2600,900,1400,102.855345,103.620707,0.460256848,OK
75,19,2600,900,1500,103.008693,103.864191,0.472485012,OK
75,19,2600,1000,1100,102.48706,102.879821,0.435320717,OK
75,19,2600,1000,1200,102.641847,103.128548,0.446714782,OK
75,19,2600,1000,1300,102.796075,103.375501,0.458464111,OK
75,19,2600,1000,1400,102.949756,103.620706,0.470581406,OK
75,19,2600,1000,1500,103.102901,103.86419,0.483079926,OK
75,19,2600,1000,1600,103.255522,104.10598,0.495973483,OK
75,19,2600,1100,1200,102.735965,103.128549,0.456685788,OK
75,19,2600,1100,1300,102.88999,103.3755,0.468693301,OK
75,19,2600,1100,1400,103.043469,103.620705,0.481076633,OK
75,19,2600,1100,1500,103.196412,103.864189,0.493849289,OK
75,19,2600,1100,1600,103.348833,104.105979,0.507025378,OK
75,19,2600,1100,1700,103.500741,104.346102,0.520619597,OK
75,19,2600,1200,1300,102.983221,103.3755,0.479089763,OK
75,19,2600,1200,1400,103.136499,103.620703,0.491742769,OK
75,19,2600,1200,1500,103.289243,103.864188,0.504793377,OK
75,19,2600,1200,1600,103.441464,104.105978,0.518255941,OK
75,19,2600,1200,1700,103.593174,104.346101,0.53214547,OK
75,19,2600,1200,1800,103.744383,104.584581,0.546477604,OK
75,19,2600,1300,1400,103.228861,103.620704,0.502580187,OK
75,19,2600,1300,1500,103.381406,103.864187,0.515912528,OK
75,19,2600,1300,1600,103.53343,104.105977,0.529665548,OK
75,19,2600,1300,1700,103.684942,104.3461,0.543854501,OK
75,19,2600,1300,1800,103.835955,104.58458,0.558495353,OK
75,19,2600,1300,1900,103.986478,104.821443,0.573604742,OK
75,19,2600,1400,1500,103.472917,103.864187,0.527207231,OK
75,19,2600,1400,1600,103.624744,104.105976,0.541254636,OK
75,19,2600,1400,1700,103.776061,104.346098,0.555747163,OK
75,19,2600,1400,1800,103.926878,104.584579,0.570701022,OK
75,19,2600,1400,1900,104.077207,104.821442,0.586133192,OK
75,19,2600,1400,2000,104.227058,105.056712,0.602061368,OK
75,19,2800,400,500,100.987266,101.348505,0.24826599,OK
75,19,2800,400,600,101.146562,101.608517,0.254012709,OK
75,19,2800,400,700,101.305179,101.866572,0.259925632,OK
75,19,2800,400,800,101.463126,102.122701,0.266006595,OK
75,19,2800,400,900,101.620418,102.376934,0.272260764,OK
75,19,2800,400,1000,101.777067,102.629302,0.27869349,OK
75,19,2800,500,600,101.246732,101.608518,0.259803602,OK
75,19,2800,500,700,101.405138,101.866572,0.265860092,OK
75,19,2800,500,800,101.562876,102.1227,0.272088247,OK
75,19,2800,500,900,101.719959,102.376933,0.278493382,OK
75,19,2800,500,1000,101.8764,102.629302,0.285080967,OK
75,19,2800,500,1100,102.032211,102.879836,0.291856668,OK
75,19,2800,600,700,101.504303,101.866573,0.271919835,OK
75,19,2800,600,800,101.661832,102.1227,0.278297292,OK
75,19,2800,600,900,101.818709,102.376933,0.284855521,OK
75,19,2800,600,1000,101.974943,102.629301,0.291600146,OK
75,19,2800,600,1100,102.130549,102.879835,0.298536958,OK
75,19,2800,600,1200,102.285538,103.128564,0.30567196,OK
75,19,2800,700,800,101.760014,102.122701,0.284633392,OK
75,19,2800,700,900,101.916684,102.376932,0.291346868,OK
75,19,2800,700,1000,102.072714,102.6293,0.298250711,OK
75,19,2800,700,1100,102.228116,102.879834,0.305350868,OK
75,19,2800,700,1200,102.382902,103.128563,0.312653476,OK
75,19,2800,700,1300,102.537085,103.375517,0.320164893,OK
75,19,2800,800,900,102.013903,102.376933,0.297966988,OK
75,19,2800,800,1000,102.169729,102.6293,0.30503225,OK
75,19,2800,800,1100,102.324929,102.879834,0.312297987,OK
75,19,2800,800,1200,102.479514,103.128563,0.319770496,OK
75,19,2800,800,1300,102.633495,103.375516,0.327456275,OK
75,19,2800,800,1400,102.786886,103.620721,0.335362061,OK
75,19,2800,900,1000,102.266006,102.6293,0.311944648,OK
75,19,2800,900,1100,102.421005,102.879833,0.319378231,OK
75,19,2800,900,1200,102.57539,103.128562,0.327022948,OK
75,19,2800,900,1300,102.729172,103.375515,0.334885463,OK
75,19,2800,900,1400,102.882364,103.620721,0.342972659,OK
75,19,2800,900,1500,103.034977,103.864205,0.351291676,OK
75,19,2800,1000,1100,102.516359,102.879834,0.326591224,OK
75,19,2800,1000,1200,102.670545,103.128561,0.334410481,OK
75,19,2800,1000,1300,102.824131,103.375515,0.342452112,OK
75,19,2800,1000,1400,102.977126,103.62072,0.35072317,OK
75,19,2800,1000,1500,103.129542,103.864205,0.359230949,OK
75,19,2800,1000,1600,103.281392,104.105996,0.367983014,OK
75,19,2800,1100,1200,102.764997,103.128562,0.341932862,OK
75,19,2800,1100,1300,102.918385,103.375514,0.350156016,OK
75,19,2800,1100,1400,103.071186,103.620719,0.358613401,OK
75,19,2800,1100,1500,103.223408,103.864204,0.367312483,OK
75,19,2800,1100,1600,103.375063,104.105995,0.376260989,OK
