LVCM2-FC503F,LVCM-TI-C503A-I.PV,LVCM2-FC503AS.PV,LVCM2-TC503T,LVCM2-TC503B,LVCM-PI-C503A-T.PV,LVCM-PI-C503A-B.PV,LVCM2-LC503,time
1.0960872,56.7358932,0.0,30.6458206,30.4156113,0.0,0.0,0.0,2024-05-07 13:10:00
1.0456583,56.7401009,0.0,30.6997299,30.4197769,0.0,0.0,0.0,2024-05-07 13:20:00
1.1234735,56.7443085,0.0,30.732893,30.4239445,0.0,0.0,0.0,2024-05-07 13:30:00
1.0892318,56.7485161,0.0,30.7659492,30.4281101,0.0,0.0,0.0,2024-05-07 13:40:00
1.1347178,56.7527237,0.0,30.7990074,30.4322777,0.0,0.0,0.0,2024-05-07 13:50:00
0.9567613,56.7569275,0.0,30.8320656,30.4364433,0.0,0.0,0.0,2024-05-07 14:00:00
1.21,56.7611351,0.0,30.8651237,30.4406109,0.0,0.0,0.0,2024-05-07 14:10:00
1.2233077,56.7653427,0.0,30.8981819,30.4447784,0.0,0.0,0.0,2024-05-07 14:20:00
1.3033755,56.7695503,0.0,30.9312382,30.4489441,0.0,0.0,0.0,2024-05-07 14:30:00
1.3296931,56.7737579,0.0,30.9642963,30.4531116,0.0,0.0,0.0,2024-05-07 14:40:00
1.3624244,56.7779655,0.0,30.9973545,30.4572773,0.0,0.0,0.0,2024-05-07 14:50:00
1.447575,56.7821732,0.0,31.0304127,30.4614449,0.0,0.0,0.0,2024-05-07 15:00:00
1.45,56.7863808,0.0,31.0634708,30.4656105,0.0,0.0,0.0,2024-05-07 15:10:00
1.4496208,56.7905884,0.0,31.0965271,30.4697781,0.0,0.0,0.0,2024-05-07 15:20:00
1.558899,56.794796,0.0,31.1295853,30.4739437,0.0,0.0,0.0,2024-05-07 15:30:00
1.5602303,56.7990036,0.0,31.1626434,30.4781113,0.0,0.0,0.0,2024-05-07 15:40:00
1.4665235,56.8032112,0.0,31.1957016,30.4822769,0.0,0.0,0.0,2024-05-07 15:50:00
1.6429867,56.8074188,0.0,31.2287598,30.4864445,0.0,0.0,0.0,2024-05-07 16:00:00
1.638178,56.8116264,0.0,31.261816,30.490612,0.0,0.0,0.0,2024-05-07 16:10:00
1.6944532,56.815834,0.0,31.2948742,30.4947777,0.0,0.0,0.0,2024-05-07 16:20:00
1.7387855,56.8200417,0.0,31.2999992,30.4989452,0.0,0.0,0.0,2024-05-07 16:30:00
1.724575,56.8242493,0.0,31.2999992,30.5015793,0.0,0.0,0.0,2024-05-07 16:40:00
1.7528757,56.8284569,0.0,31.2999992,30.5036945,0.0,0.0,0.0,2024-05-07 16:50:00
1.7860663,56.8326645,0.0,31.2999992,30.5058098,0.0,0.0,0.0,2024-05-07 17:00:00
1.8306791,56.8368721,0.0,31.2999992,30.5079231,0.0,0.0,0.0,2024-05-07 17:10:00
1.8546779,56.8410797,0.0,31.2999992,30.5100384,0.0,0.0,0.0,2024-05-07 17:20:00
1.8829646,56.8452873,0.0,31.2999992,30.5121536,0.0,0.0,0.0,2024-05-07 17:30:00
1.9274292,56.8494949,0.0,31.2999992,30.5142689,0.0,0.0,0.0,2024-05-07 17:40:00
1.9614609,56.8537025,0.0,31.2999992,30.5163841,0.0,0.0,0.0,2024-05-07 17:50:00
1.9775693,56.8579102,0.0,31.2999992,30.5184994,0.0,0.0,0.0,2024-05-07 18:00:00
1.9945062,56.8621178,0.0,31.2999992,30.5206127,0.0,0.0,0.0,2024-05-07 18:10:00
2.0142429,56.8663254,0.0,31.2806454,30.522728,0.0,0.0,0.0,2024-05-07 18:20:00
2.0339797,56.870533,0.0,31.2471733,30.5248432,0.0,0.0,0.0,2024-05-07 18:30:00
2.0539923,56.8747406,0.0,31.2137012,30.5269585,0.0,0.0,0.0,2024-05-07 18:40:00
2.0741258,56.8789482,0.0,31.1802273,30.5290737,0.0,0.0,0.0,2024-05-07 18:50:00
2.0890665,56.8831558,0.0,31.1467552,30.531189,0.0,0.0,0.0,2024-05-07 19:00:00
2.0846546,56.8873634,0.0,31.1132813,30.5333023,0.0,0.0,0.0,2024-05-07 19:10:00
2.0802424,56.891571,0.0,31.0798092,30.5354176,0.0,0.0,0.0,2024-05-07 19:20:00
2.0889015,56.8957787,0.0,31.0463371,30.5375328,0.0,0.0,0.0,2024-05-07 19:30:00
2.1174729,56.8999863,0.0,31.0128632,30.5396481,0.0,0.0,0.0,2024-05-07 19:40:00
2.1460445,56.8035545,0.0,30.9793911,30.5417633,0.0,0.0,0.0,2024-05-07 19:50:00
2.1307673,56.7067833,0.0,30.9459171,30.5438766,0.0,0.0,0.0,2024-05-07 20:00:00
2.1134827,56.6100082,0.0,30.9124451,30.5459919,0.0,0.0,0.0,2024-05-07 20:10:00
2.1209288,56.5132332,0.0,30.878973,30.5481071,0.0,0.0,0.0,2024-05-07 20:20:00
2.1113288,56.4164581,0.0,30.845499,30.5502224,0.0,0.0,0.0,2024-05-07 20:30:00
2.131721,56.3196831,0.0,30.812027,30.5523376,0.0,0.0,0.0,2024-05-07 20:40:00
2.1569314,56.2229118,0.0,30.778553,30.5544529,0.0,0.0,0.0,2024-05-07 20:50:00
2.1821418,56.1261368,0.0,30.7450809,30.5565662,0.0,0.0,0.0,2024-05-07 21:00:00
2.2073522,56.0293617,0.0,30.7116089,30.5586815,0.0,0.0,0.0,2024-05-07 21:10:00
2.2245126,55.9325867,0.0,30.6781349,30.5607967,0.0,0.0,0.0,2024-05-07 21:20:00
2.2407281,55.8358154,0.0,30.6446629,30.562912,0.0,0.0,0.0,2024-05-07 21:30:00
2.25,55.7390404,0.0,30.6111889,30.5650272,0.0,0.0,0.0,2024-05-07 21:40:00
2.2487528,55.6422653,0.0,30.5777168,30.5671425,0.0,0.0,0.0,2024-05-07 21:50:00
2.245456,55.5454903,0.0,30.5442448,30.5692558,0.0,0.0,0.0,2024-05-07 22:00:00
2.2421594,55.448719,0.0,30.5107708,30.5713711,0.0,0.0,0.0,2024-05-07 22:10:00
2.2468426,55.351944,0.0,30.4772987,30.5734863,0.0,0.0,0.0,2024-05-07 22:20:00
2.2666764,55.2551689,0.0,30.4438267,30.5756016,0.0,0.0,0.0,2024-05-07 22:30:00
2.28,55.1583939,0.0,30.4103527,30.5777168,0.0,0.0,0.0,2024-05-07 22:40:00
2.28,55.0616188,0.0,30.3768806,30.5798302,0.0,0.0,0.0,2024-05-07 22:50:00
2.2884421,54.9648476,0.0,30.3434067,30.5819454,0.0,0.0,0.0,2024-05-07 23:00:00
2.2990611,54.8680725,0.0,30.3099346,30.5840607,0.0,0.0,0.0,2024-05-07 23:10:00
2.318593,54.7712975,0.0,30.2764626,30.5861759,0.0,0.0,0.0,2024-05-07 23:20:00
2.3389893,54.6745224,0.0,30.2429886,30.5882912,0.0,0.0,0.0,2024-05-07 23:30:00
2.3593857,54.5777512,0.0,30.2095165,30.5904064,0.0,0.0,0.0,2024-05-07 23:40:00
2.379782,54.4809761,0.0,30.1760426,30.5925198,0.0,0.0,0.0,2024-05-07 23:50:00
2.4001784,54.384201,0.0,30.1425705,30.594635,0.0,0.0,0.0,2024-05-08 00:00:00
2.4199276,54.287426,0.0,30.1090984,30.5967503,0.0,0.0,0.0,2024-05-08 00:10:00
2.4173524,54.1906548,0.0,30.0756245,30.5988655,0.0,0.0,0.0,2024-05-08 00:20:00
2.4147773,54.0938797,0.0,30.0421524,30.6000004,0.0,0.0,0.0,2024-05-08 00:30:00
2.4122021,53.9971046,0.0,30.0086784,30.6000004,0.0,0.0,0.0,2024-05-08 00:40:00
2.4134438,53.9003296,0.0,29.9752064,30.6000004,0.0,0.0,0.0,2024-05-08 00:50:00
2.4372053,53.8035545,0.0,29.9417343,30.6000004,0.0,0.0,0.0,2024-05-08 01:00:00
2.4321332,53.7067833,0.0,29.9082603,30.6000004,0.0,0.0,0.0,2024-05-08 01:10:00
2.4331501,53.6100082,0.0,29.8747883,30.6000004,0.0,0.0,0.0,2024-05-08 01:20:00
2.4872077,53.5132332,0.0,29.8413143,30.6000004,0.0,0.0,0.0,2024-05-08 01:30:00
2.4722884,53.4164581,0.0,29.8078423,30.6000004,0.0,0.0,0.0,2024-05-08 01:40:00
2.53,53.3196869,0.0,29.7743702,30.6000004,0.0,0.0,0.0,2024-05-08 01:50:00
2.53,53.2229118,0.0,29.7408962,30.6000004,0.0,0.0,0.0,2024-05-08 02:00:00
2.53,53.1261368,0.0,29.7074242,30.6000004,0.0,0.0,0.0,2024-05-08 02:10:00
2.5238945,53.0293617,0.0,29.6786995,30.6000004,0.0,0.0,0.0,2024-05-08 02:20:00
2.5111282,52.9325905,0.0,29.6513252,30.6000004,0.0,0.0,0.0,2024-05-08 02:30:00
2.51,52.8358154,0.0,29.6239529,30.6000004,0.0,0.0,0.0,2024-05-08 02:40:00
2.51,52.7390404,0.0,29.5965805,30.6000004,0.0,0.0,0.0,2024-05-08 02:50:00
2.5947187,52.6422653,0.0,29.5692081,30.6000004,0.0,0.0,0.0,2024-05-08 03:00:00
2.6450164,52.5454903,0.0,29.5418358,30.6000004,0.0,0.0,0.0,2024-05-08 03:10:00
2.6551516,52.448719,0.0,29.5144634,30.6000004,0.0,0.0,0.0,2024-05-08 03:20:00
2.6652865,52.351944,0.0,29.4870911,30.6000004,0.0,0.0,0.0,2024-05-08 03:30:00
2.6754215,52.324379,0.0,29.4597187,30.6000004,0.0,0.0,0.0,2024-05-08 03:40:00
2.6855564,52.3770103,0.0,29.4323463,30.6000004,0.0,0.0,0.0,2024-05-08 03:50:00
2.6980748,52.4296417,0.0,29.404974,30.6000004,0.0,0.0,0.0,2024-05-08 04:00:00
2.7124541,52.4822769,0.0,29.3776016,30.6000004,0.0,0.0,0.0,2024-05-08 04:10:00
2.7268331,52.5349083,0.0,29.3502293,30.6000004,0.0,0.0,0.0,2024-05-08 04:20:00
2.7412124,52.5875397,0.0,29.3228569,30.6000004,0.0,0.0,0.0,2024-05-08 04:30:00
2.7555916,52.6401711,0.0,29.2954845,30.6000004,0.0,0.0,0.0,2024-05-08 04:40:00
2.7699709,52.6928024,0.0,29.2681122,30.6000004,0.0,0.0,0.0,2024-05-08 04:50:00
2.7843499,52.7454338,0.0,29.2407379,30.6000004,0.0,0.0,0.0,2024-05-08 05:00:00
2.7987292,52.7980652,0.0,29.2133656,30.6000004,0.0,0.0,0.0,2024-05-08 05:10:00
2.7966096,52.8506966,0.0,29.1854153,30.6000004,0.0,0.0,0.0,2024-05-08 05:20:00
2.7928905,52.9033279,0.0,29.1569118,30.6000004,0.0,0.0,0.0,2024-05-08 05:30:00
2.7891717,52.9559593,0.0,29.1284084,30.6000004,0.0,0.0,0.0,2024-05-08 05:40:00
2.7854526,53.0085907,0.0,29.099905,30.6000004,0.0,0.0,0.0,2024-05-08 05:50:00
2.7817335,53.0612221,0.0,29.0714016,30.6000004,0.0,0.0,0.0,2024-05-08 06:00:00
2.7780147,53.1138535,0.0,29.0428982,30.6000004,0.0,0.0,0.0,2024-05-08 06:10:00
2.7742956,53.1664848,0.0,29.0143948,30.6000004,0.0,0.0,0.0,2024-05-08 06:20:00
2.7705767,53.2191162,0.0,28.9858913,30.6000004,0.0,0.0,0.0,2024-05-08 06:30:00
2.7472997,53.2717476,0.0,28.9573879,30.6000004,0.0,0.0,0.0,2024-05-08 06:40:00
2.7204335,53.324379,0.0,28.9288845,30.6000004,0.0,0.0,0.0,2024-05-08 06:50:00
2.6935675,53.3770142,0.0,28.9003811,30.6000004,0.0,0.0,0.0,2024-05-08 07:00:00
2.6657958,53.4296455,0.0,28.8718777,30.6000004,0.0,0.0,0.0,2024-05-08 07:10:00
2.6371002,53.4822769,0.0,28.8433743,30.6000004,0.0,0.0,0.0,2024-05-08 07:20:00
2.6084046,53.5349083,0.0,28.8148727,30.6000004,0.0,0.0,0.0,2024-05-08 07:30:00
2.5797091,53.5875397,0.0,28.8104706,30.6000004,0.0,0.0,0.0,2024-05-08 07:40:00
2.5394635,53.6401711,0.0,28.8323689,30.6000004,0.0,0.0,0.0,2024-05-08 07:50:00
2.4897711,53.6928024,0.0,28.8542671,30.6000004,0.0,0.0,0.0,2024-05-08 08:00:00
2.4513261,53.7454338,0.0,28.8761654,30.6000004,0.0,0.0,0.0,2024-05-08 08:10:00
2.4233625,53.7980652,0.0,28.8980637,30.6000004,0.0,0.0,0.0,2024-05-08 08:20:00
2.3257625,53.8506966,0.0,28.9509163,30.6000004,0.0,0.0,0.0,2024-05-08 08:30:00
2.2488728,53.9033279,0.0,29.0067673,30.6000004,0.0,0.0,0.0,2024-05-08 08:40:00
2.2557697,53.9559593,0.0,29.0626183,30.6000004,0.0,0.0,0.0,2024-05-08 08:50:00
2.2444811,54.0085907,0.0,29.1184692,30.6000004,0.0,0.0,0.0,2024-05-08 09:00:00
2.2027917,54.0612221,0.0,29.1743202,30.6000004,0.0,0.0,0.0,2024-05-08 09:10:00
2.2014661,54.1138535,0.0,29.2301712,30.6000004,0.0,0.0,0.0,2024-05-08 09:20:00
2.2340724,54.1664848,0.0,29.2860222,30.6000004,0.0,0.0,0.0,2024-05-08 09:30:00
2.2124174,54.2191162,0.0,29.3418732,30.6000004,0.0,0.0,0.0,2024-05-08 09:40:00
2.1841269,54.2717476,0.0,29.3977242,30.6000004,0.0,0.0,0.0,2024-05-08 09:50:00
2.2042363,54.3243828,0.0,29.4535751,30.6000004,0.0,0.0,0.0,2024-05-08 10:00:00
2.1714485,54.3770142,0.0,29.5094261,30.6000004,0.0,0.0,0.0,2024-05-08 10:10:00
2.153899,54.4296455,0.0,29.5652771,30.6000004,0.0,0.0,0.0,2024-05-08 10:20:00
2.1671469,54.4822769,0.0,29.6211281,30.6000004,0.0,0.0,0.0,2024-05-08 10:30:00
2.1525135,54.5349083,0.0,29.6769791,30.6000004,0.0,0.0,0.0,2024-05-08 10:40:00
2.0882921,54.5875397,0.0,29.73283,30.6000004,0.0,0.0,0.0,2024-05-08 10:50:00
2.0237327,54.6401711,0.0,29.788681,30.6000004,0.0,0.0,0.0,2024-05-08 11:00:00
2.0240471,54.6928024,0.0,29.844532,30.6000004,0.0,0.0,0.0,2024-05-08 11:10:00
1.9626899,54.7454338,0.0,29.900383,30.6000004,0.0,0.0,0.0,2024-05-08 11:20:00
1.9592633,54.7980652,0.0,29.956234,30.6000004,0.0,0.0,0.0,2024-05-08 11:30:00
1.9144216,54.7999992,0.0,30.012085,30.6000004,0.0,0.0,0.0,2024-05-08 11:40:00
1.8700001,54.7999992,0.0,30.0679359,30.6000004,0.0,0.0,0.0,2024-05-08 11:50:00
1.7138919,54.7999992,0.0,30.1237869,30.6000004,0.0,0.0,0.0,2024-05-08 12:00:00
1.6691833,54.7999992,0.0,30.1796379,30.6000004,0.0,0.0,0.0,2024-05-08 12:10:00
1.6753218,54.7999992,0.0,30.2354889,30.6000004,0.0,0.0,0.0,2024-05-08 12:20:00
1.5652114,54.7999992,0.0,30.2913399,30.6000004,0.0,0.0,0.0,2024-05-08 12:30:00
1.4956597,54.7999992,0.0,30.3250141,30.6000004,0.0,0.0,0.0,2024-05-08 12:40:00
1.4709104,54.7999992,0.0,30.35462,30.6000004,0.0,0.0,0.0,2024-05-08 12:50:00
1.3554287,54.7999992,0.0,30.3842258,30.6000004,0.0,0.0,0.0,2024-05-08 13:00:00
1.5476832,54.7999992,0.0,30.4138298,30.6000004,0.0,0.0,0.0,2024-05-08 13:10:00
1.7,54.7999992,0.0,30.4434357,30.6000004,0.0,0.0,0.0,2024-05-08 13:20:00
1.7053088,54.7999992,0.0,30.4730415,30.6000004,0.0,0.0,0.0,2024-05-08 13:30:00
1.7821438,54.7999992,0.0,30.5026455,30.6000004,0.0,0.0,0.0,2024-05-08 13:40:00
1.7590685,54.7999992,0.0,30.5322514,30.6000004,0.0,0.0,0.0,2024-05-08 13:50:00
1.8649613,54.7999992,0.0,30.5618572,30.6000004,0.0,0.0,0.0,2024-05-08 14:00:00
1.9200001,54.7999992,0.0,30.5914612,30.6000004,0.0,0.0,0.0,2024-05-08 14:10:00
1.9575851,54.7999992,0.0,30.621067,30.6000004,0.0,0.0,0.0,2024-05-08 14:20:00
1.9246738,54.7999992,0.0,30.6506729,30.6000004,0.0,0.0,0.0,2024-05-08 14:30:00
1.8119425,54.7999992,0.0,30.6802769,30.6000004,0.0,0.0,0.0,2024-05-08 14:40:00
1.8575207,54.7999992,0.0,30.7098827,30.6000004,0.0,0.0,0.0,2024-05-08 14:50:00
1.85,54.7999992,0.0,30.7394886,30.6000004,0.0,0.0,0.0,2024-05-08 15:00:00
1.8855026,54.7999992,0.0,30.7690926,30.6000004,0.0,0.0,0.0,2024-05-08 15:10:00
1.9310855,54.7999992,0.0,30.7986984,30.6000004,0.0,0.0,0.0,2024-05-08 15:20:00
1.893257,54.7999992,0.0,30.8283043,30.6000004,0.0,0.0,0.0,2024-05-08 15:30:00
1.898597,54.7999992,0.0,30.8579082,30.6000004,0.0,0.0,0.0,2024-05-08 15:40:00
1.9903576,54.7999992,0.0,30.8875141,30.6000004,0.0,0.0,0.0,2024-05-08 15:50:00
1.9268806,54.7999992,0.0,30.9182606,30.6000004,0.0,0.0,0.0,2024-05-08 16:00:00
1.9187684,54.7999992,0.0,30.9498386,30.6000004,0.0,0.0,0.0,2024-05-08 16:10:00
1.9195088,54.7999992,0.0,30.9814186,30.6000004,0.0,0.0,0.0,2024-05-08 16:20:00
1.8823078,54.7999992,0.0,31.0129967,30.6000004,0.0,0.0,0.0,2024-05-08 16:30:00
1.9450663,54.7999992,0.0,31.0445747,30.6000004,0.0,0.0,0.0,2024-05-08 16:40:00
2.0107083,54.7999992,0.0,31.0761547,30.6000004,0.0,0.0,0.0,2024-05-08 16:50:00
1.9912648,54.7999992,0.0,31.1077328,30.6000004,0.0,0.0,0.0,2024-05-08 17:00:00
2.0675297,54.7999992,0.0,31.1393108,30.6000004,0.0,0.0,0.0,2024-05-08 17:10:00
2.105504,54.7999992,0.0,31.1708908,30.6000004,0.0,0.0,0.0,2024-05-08 17:20:00
2.1434786,54.7999992,0.0,31.2024689,30.6000004,0.0,0.0,0.0,2024-05-08 17:30:00
2.1527612,54.7999992,0.0,31.2340469,30.6000004,0.0,0.0,0.0,2024-05-08 17:40:00
2.171808,54.7999992,0.0,31.2656269,30.6000004,0.0,0.0,0.0,2024-05-08 17:50:00
2.1917655,54.7999992,0.0,31.297205,30.6000004,0.0,0.0,0.0,2024-05-08 18:00:00
2.23,54.7999992,0.0,31.2546387,30.6000004,0.0,0.0,0.0,2024-05-08 18:10:00
2.2560422,54.7999992,0.0,31.2048759,30.6000004,0.0,0.0,0.0,2024-05-08 18:20:00
2.3038275,54.7999992,0.0,31.1551132,30.6000004,0.0,0.0,0.0,2024-05-08 18:30:00
2.3164558,54.7999992,0.0,31.1053505,30.6000004,0.0,0.0,0.0,2024-05-08 18:40:00
2.3110981,54.7999992,0.0,31.0555859,30.6000004,0.0,0.0,0.0,2024-05-08 18:50:00
2.3242059,54.7999992,0.0,31.0058231,30.6000004,0.0,0.0,0.0,2024-05-08 19:00:00
2.3549752,54.7999992,0.0,30.9560604,30.6000004,0.0,0.0,0.0,2024-05-08 19:10:00
2.3857446,54.7999992,0.0,30.9062977,30.6000004,0.0,0.0,0.0,2024-05-08 19:20:00
2.3789999,54.7220116,0.0,30.856535,30.6000004,0.0,0.0,0.0,2024-05-08 19:30:00
2.3662348,54.5473976,0.0,30.8067703,30.6000004,0.0,0.0,0.0,2024-05-08 19:40:00
2.3708344,54.3727798,0.0,30.7570076,30.6000004,0.0,0.0,0.0,2024-05-08 19:50:00
2.3927126,54.1981659,0.0,30.7072449,30.6000004,0.0,0.0,0.0,2024-05-08 20:00:00
2.4060123,54.0235519,0.0,30.6574821,30.6000004,0.0,0.0,0.0,2024-05-08 20:10:00
2.414084,53.848938,0.0,30.6077175,30.6000004,0.0,0.0,0.0,2024-05-08 20:20:00
2.4221559,53.674324,0.0,30.5579548,30.6000004,0.0,0.0,0.0,2024-05-08 20:30:00
2.4299998,53.4997101,0.0,30.5081921,30.6000004,0.0,0.0,0.0,2024-05-08 20:40:00
2.4299998,53.3250961,0.0,30.4584293,30.6000004,0.0,0.0,0.0,2024-05-08 20:50:00
2.4364498,53.1504822,0.0,30.4086666,30.6000004,0.0,0.0,0.0,2024-05-08 21:00:00
2.4459586,52.9758682,0.0,30.358902,30.6000004,0.0,0.0,0.0,2024-05-08 21:10:00
2.4554672,52.8012543,0.0,30.3091393,30.6000004,0.0,0.0,0.0,2024-05-08 21:20:00
2.4649761,52.6266403,0.0,30.2593765,30.6000004,0.0,0.0,0.0,2024-05-08 21:30:00
2.4744847,52.4520264,0.0,30.2096138,30.6000004,0.0,0.0,0.0,2024-05-08 21:40:00
2.4839935,52.2774086,0.0,30.1598492,30.6000004,0.0,0.0,0.0,2024-05-08 21:50:00
2.4935021,52.1027946,0.0,30.1100864,30.6000004,0.0,0.0,0.0,2024-05-08 22:00:00
2.503011,51.9281807,0.0,30.0603237,30.6000004,0.0,0.0,0.0,2024-05-08 22:10:00
2.5125196,51.7535667,0.0,30.010561,30.6000004,0.0,0.0,0.0,2024-05-08 22:20:00
2.5220284,51.5789528,0.0,29.9607983,30.6000004,0.0,0.0,0.0,2024-05-08 22:30:00
2.5277231,51.4043388,0.0,29.9110336,30.6000004,0.0,0.0,0.0,2024-05-08 22:40:00
2.5136392,51.2297249,0.0,29.8679962,30.6000004,0.0,0.0,0.0,2024-05-08 22:50:00
2.4995553,51.0551109,0.0,29.8268757,30.6000004,0.0,0.0,0.0,2024-05-08 23:00:00
2.4854715,50.880497,0.0,29.7857533,30.6000004,0.0,0.0,0.0,2024-05-08 23:10:00
2.4988856,50.705883,0.0,29.7446327,30.6000004,0.0,0.0,0.0,2024-05-08 23:20:00
2.5297687,50.5312691,0.0,29.7035103,30.6000004,0.0,0.0,0.0,2024-05-08 23:30:00
2.559777,50.3566551,0.0,29.6623878,30.6000004,0.0,0.0,0.0,2024-05-08 23:40:00
2.5881236,50.1820412,0.0,29.6212673,30.6000004,0.0,0.0,0.0,2024-05-08 23:50:00
2.6164701,50.0074234,0.0,29.5801449,30.6000004,0.0,0.0,0.0,2024-05-09 00:00:00
2.6448166,49.8328094,0.0,29.5390244,30.6000004,0.0,0.0,0.0,2024-05-09 00:10:00
2.6735489,49.6581955,0.0,29.4979019,30.5943146,0.0,0.0,0.0,2024-05-09 00:20:00
2.7053514,49.4835815,0.0,29.4567814,30.5859528,0.0,0.0,0.0,2024-05-09 00:30:00
2.7371538,49.3089676,0.0,29.415659,30.5775909,0.0,0.0,0.0,2024-05-09 00:40:00
2.7689562,49.1343536,0.0,29.3745384,30.5692272,0.0,0.0,0.0,2024-05-09 00:50:00
2.8007586,48.9597397,0.0,29.333416,30.5608654,0.0,0.0,0.0,2024-05-09 01:00:00
2.8229139,48.7851257,0.0,29.2922955,30.5525036,0.0,0.0,0.0,2024-05-09 01:10:00
2.8302908,48.6105118,0.0,29.251173,30.5441399,0.0,0.0,0.0,2024-05-09 01:20:00
2.8376677,48.4358978,0.0,29.2100525,30.535778,0.0,0.0,0.0,2024-05-09 01:30:00
2.8450446,48.2612839,0.0,29.1689301,30.5274162,0.0,0.0,0.0,2024-05-09 01:40:00
2.8524215,48.0866699,0.0,29.1278095,30.5190544,0.0,0.0,0.0,2024-05-09 01:50:00
2.8597984,47.9120522,0.0,29.0866871,30.5106907,0.0,0.0,0.0,2024-05-09 02:00:00
2.8671753,47.7374382,0.0,29.0455647,30.5023289,0.0,0.0,0.0,2024-05-09 02:10:00
2.8745522,47.5628242,0.0,29.0044441,30.4939671,0.0,0.0,0.0,2024-05-09 02:20:00
2.8954365,47.3882103,0.0,28.9633217,30.4856033,0.0,0.0,0.0,2024-05-09 02:30:00
2.9544573,47.2135963,0.0,28.9222012,30.4772415,0.0,0.0,0.0,2024-05-09 02:40:00
2.9972322,47.0389824,0.0,28.8810787,30.4688797,0.0,0.0,0.0,2024-05-09 02:50:00
2.9851117,46.8643684,0.0,28.8399582,30.4605179,0.0,0.0,0.0,2024-05-09 03:00:00
2.9994724,46.6897545,0.0,28.798048,30.4521542,0.0,0.0,0.0,2024-05-09 03:10:00
3.0331461,46.5151405,0.0,28.729084,30.4437923,0.0,0.0,0.0,2024-05-09 03:20:00
3.0668199,46.6556854,0.0,28.6601181,30.4354305,0.0,0.0,0.0,2024-05-09 03:30:00
3.0872743,46.8261528,0.0,28.5911522,30.4270668,0.0,0.0,0.0,2024-05-09 03:40:00
3.0785279,46.9966202,0.0,28.5221863,30.418705,0.0,0.0,0.0,2024-05-09 03:50:00
3.0697815,47.1670837,0.0,28.4532223,30.4103432,0.0,0.0,0.0,2024-05-09 04:00:00
3.0610354,47.3375511,0.0,28.3842564,30.4019814,0.0,0.0,0.0,2024-05-09 04:10:00
3.052289,47.5080185,0.0,28.3152905,30.3936176,0.0,0.0,0.0,2024-05-09 04:20:00
3.0435426,47.6784821,0.0,28.2463245,30.3852558,0.0,0.0,0.0,2024-05-09 04:30:00
3.0289316,47.8489494,0.0,28.1919861,30.376894,0.0,0.0,0.0,2024-05-09 04:40:00
3.0103281,48.0194168,0.0,28.1675701,30.3685303,0.0,0.0,0.0,2024-05-09 04:50:00
2.9872139,48.1898804,0.0,28.1431561,30.3601685,0.0,0.0,0.0,2024-05-09 05:00:00
2.9584708,48.3603477,0.0,28.1187401,30.3518066,0.0,0.0,0.0,2024-05-09 05:10:00
2.9297278,48.5308151,0.0,28.094326,30.3434448,0.0,0.0,0.0,2024-05-09 05:20:00
2.9009848,48.7012825,0.0,28.06991,30.3350811,0.0,0.0,0.0,2024-05-09 05:30:00
2.8722417,48.8717461,0.0,28.0454941,30.3267193,0.0,0.0,0.0,2024-05-09 05:40:00
2.8434987,49.0422134,0.0,28.02108,30.3183575,0.0,0.0,0.0,2024-05-09 05:50:00
2.8238211,49.2126808,0.0,27.996664,30.3099937,0.0,0.0,0.0,2024-05-09 06:00:00
2.8053997,49.3831444,0.0,27.97225,30.3016319,0.0,0.0,0.0,2024-05-09 06:10:00
2.7869782,49.5536118,0.0,27.947834,30.2932701,0.0,0.0,0.0,2024-05-09 06:20:00
2.77,49.7240791,0.0,27.92342,30.2849083,0.0,0.0,0.0,2024-05-09 06:30:00
2.77,49.8945427,0.0,27.899004,30.2765446,0.0,0.0,0.0,2024-05-09 06:40:00
2.7154901,50.0650101,0.0,27.8745899,30.2681828,0.0,0.0,0.0,2024-05-09 06:50:00
2.6483283,50.2354774,0.0,27.850174,30.2598209,0.0,0.0,0.0,2024-05-09 07:00:00
2.60954,50.405941,0.0,27.8257599,30.2514591,0.0,0.0,0.0,2024-05-09 07:10:00
2.5914495,50.5764084,0.0,27.8013439,30.2430954,0.0,0.0,0.0,2024-05-09 07:20:00
2.5733588,50.7468758,0.0,27.8082275,30.2347336,0.0,0.0,0.0,2024-05-09 07:30:00
2.5532303,50.9173431,0.0,27.8169365,30.2263718,0.0,0.0,0.0,2024-05-09 07:40:00
2.5273478,51.0878067,0.0,27.8256454,30.218008,0.0,0.0,0.0,2024-05-09 07:50:00
2.5014653,51.2582741,0.0,27.8343525,30.2096462,0.0,0.0,0.0,2024-05-09 08:00:00
2.4755828,51.4287415,0.0,27.8430614,30.2012844,0.0,0.0,0.0,2024-05-09 08:10:00
2.4495816,51.599205,0.0,27.8517704,30.2000008,0.0,0.0,0.0,2024-05-09 08:20:00
2.4134367,51.7696724,0.0,27.8604774,30.2000008,0.0,0.0,0.0,2024-05-09 08:30:00
2.3772919,51.9401398,0.0,27.8691864,30.2000008,0.0,0.0,0.0,2024-05-09 08:40:00
2.3499999,52.1106033,0.0,27.8778954,30.2000008,0.0,0.0,0.0,2024-05-09 08:50:00
2.3499999,52.2810707,0.0,27.8866024,30.2000008,0.0,0.0,0.0,2024-05-09 09:00:00
