LVCM2-FC503F,LVCM-TI-C503A-I.PV,LVCM2-FC503AS.PV,LVCM2-TC503T,LVCM2-TC503B,LVCM-PI-C503A-T.PV,LVCM-PI-C503A-B.PV,LVCM2-LC503,time
17.8404751,122.2590027,2140.4829102,105.1383286,107.5550613,2347.2116699,2336.3469238,49.5,2024-01-09 13:00:00
17.9799995,122.307373,2130.2651367,105.1728134,107.5156708,2322.1206055,2300.8920898,50.4685059,2024-01-09 13:10:00
17.9659939,122.3557434,2107.9001465,105.1999969,107.4762878,2379.7302246,2408.614502,49.5399094,2024-01-09 13:20:00
17.8215618,122.4041138,2118.107666,105.0,107.4368973,2287.927002,2310.081543,50.3048706,2024-01-09 13:30:00
17.7608795,122.4524841,2117.6315918,105.0,107.4893112,2410.1464844,2429.2094727,49.777298,2024-01-09 13:40:00
17.8520374,122.5008545,2122.7939453,105.3000031,107.7311859,2428.2487793,2448.2653809,50.9227753,2024-01-09 13:50:00
17.8481007,122.5492249,2099.5371094,105.207695,107.642952,2400.4155273,2418.5766602,49.6725578,2024-01-09 14:00:00
17.9179668,122.5975952,2116.8947754,105.1496201,107.6972427,2404.3505859,2422.6672363,50.0934181,2024-01-09 14:10:00
17.0520172,122.6459656,2108.5493164,105.6153946,107.8867111,2530.4284668,2546.1972656,48.9349594,2024-01-09 14:20:00
17.0279198,122.6943283,2131.4987793,105.4998932,107.8671188,2453.0690918,2469.425293,50.4566841,2024-01-09 14:30:00
17.0465336,122.7426987,2118.7260742,105.4000015,107.8317566,2416.8000488,2434.2001953,49.7999992,2024-01-09 14:40:00
16.9960899,122.791069,2127.142334,105.4856796,107.7963867,2428.4255371,2449.7265625,49.9043503,2024-01-09 14:50:00
16.9684982,122.8394394,2116.7023926,105.5,107.7610245,2427.6398926,2455.1513672,50.2364464,2024-01-09 15:00:00
16.9360828,122.8878098,2115.6323242,105.420433,107.7256622,2384.125,2416.2165527,50.0270882,2024-01-09 15:10:00
17.0328999,122.9361801,2116.8986816,105.4737091,107.6903,2393.4648438,2413.2167969,49.9510155,2024-01-09 15:20:00
16.9304142,122.9845505,2124.909668,105.4909439,107.6549301,2411.6499023,2421.3615723,50.0700073,2024-01-09 15:30:00
16.9354019,123.0329208,2112.1760254,105.409874,107.6195679,2418.8232422,2429.5061035,49.9053955,2024-01-09 15:40:00
17.0678291,123.0812912,2114.581543,105.3665848,107.6136703,2424.0065918,2434.762207,50.1034851,2024-01-09 15:50:00
16.8800011,123.0793533,2115.0,105.3482895,107.6442795,2428.322998,2406.7624512,50.0777969,2024-01-09 16:00:00
16.5619926,123.0456924,2124.2299805,105.4646759,107.6748962,2444.0766602,2444.3547363,49.7126846,2024-01-09 16:10:00
16.4924297,123.0120316,2125.6557617,105.4000015,107.6847916,2381.869873,2386.1518555,50.4777527,2024-01-09 16:20:00
16.5084972,122.9783707,2091.9072266,105.4000015,107.6002884,2334.373291,2344.6652832,49.9038696,2024-01-09 16:30:00
16.4372692,122.9447098,2136.7595215,105.2836456,107.5157776,2398.6013184,2408.2456055,49.664608,2024-01-09 16:40:00
16.5056458,122.9110489,2090.1801758,105.8563385,108.1044006,2611.0866699,2631.2199707,50.1992836,2024-01-09 16:50:00
16.2396393,122.877388,2070.0646973,105.4637375,107.7175369,2431.1362305,2421.564209,49.3037758,2024-01-09 17:00:00
15.9800005,122.8437347,2069.0,105.5538483,107.7636948,2452.1481934,2465.697998,50.2417603,2024-01-09 17:10:00
16.0022373,122.8100739,2062.3713379,105.5173874,107.809845,2473.1599121,2483.6977539,50.1085396,2024-01-09 17:20:00
16.0314274,122.776413,2076.7402344,105.5596466,107.8560028,2494.171875,2498.1289063,50.0,2024-01-09 17:30:00
15.960803,122.7427521,2051.418457,105.5999985,107.8938065,2579.734375,2579.4284668,49.84515,2024-01-09 17:40:00
15.960433,122.7090912,2072.8662109,105.4999161,107.7612152,2412.5126953,2412.9838867,49.8699188,2024-01-09 17:50:00
15.9511423,122.6754303,2072.3452148,105.3406143,107.6286163,2368.8730469,2368.5053711,50.0,2024-01-09 18:00:00
15.9630241,122.6417694,2070.9748535,105.0306931,107.5234756,2529.8850098,2532.6447754,49.4639702,2024-01-09 18:10:00
15.9861593,122.6081085,2066.4838867,105.3000031,107.53302,2381.8432617,2386.5612793,49.7783394,2024-01-09 18:20:00
15.9915094,122.5744476,2054.1054688,105.2836227,107.6239319,2395.5202637,2396.7084961,49.9179001,2024-01-09 18:30:00
16.0225506,122.5407867,2071.699707,105.4154587,107.6845245,2466.982666,2458.9289551,49.9924927,2024-01-09 18:40:00
15.9780197,122.5071259,2048.3896484,105.2695465,107.5897903,2321.9104004,2330.2856445,49.762661,2024-01-09 18:50:00
16.0479851,122.473465,2062.0,105.1999969,107.4950562,2328.9101563,2338.1542969,50.0972786,2024-01-09 19:00:00
15.8789864,122.4398041,2062.4992676,105.032753,107.4003143,2555.1259766,2568.3200684,49.6126747,2024-01-09 19:10:00
16.0053864,122.4061432,2071.0,105.2843704,107.688591,2326.2075195,2345.862793,49.9106827,2024-01-09 19:20:00
16.0008392,122.3724823,2069.0693359,105.2527924,107.5457306,2312.4223633,2330.3186035,50.1616707,2024-01-09 19:30:00
15.9399996,122.3388214,2076.7626953,105.2212143,107.4028625,2312.7878418,2329.0356445,49.84412,2024-01-09 19:40:00
15.9604359,122.3051605,2068.8232422,105.229393,107.4339905,2324.9831543,2342.9199219,49.9000015,2024-01-09 19:50:00
16.0556602,122.2714996,2057.5910645,105.2717819,107.4686737,2330.5241699,2346.7844238,50.0,2024-01-09 20:00:00
15.8760118,122.2378387,2070.7980957,104.2821808,107.8121872,2728.1894531,2749.3916016,48.8619766,2024-01-09 20:10:00
16.0238438,122.2041779,2064.7539063,105.2674103,107.5092468,2313.9343262,2340.3503418,49.1686668,2024-01-09 20:20:00
15.9887257,122.170517,2075.9487305,105.2216034,107.5467453,2349.5471191,2364.9655762,50.3414497,2024-01-09 20:30:00
15.9170399,122.1368561,2073.3723145,105.2586975,107.5842438,2385.159668,2389.5808105,50.4000015,2024-01-09 20:40:00
15.9892302,122.1031952,2074.6462402,105.4227066,107.5548172,2372.0837402,2377.2236328,50.2000008,2024-01-09 20:50:00
15.8652515,122.0695343,2082.0,105.2763596,107.4768906,2272.5634766,2274.5830078,50.0444832,2024-01-09 21:00:00
16.0040588,122.0358734,2071.7353516,105.1300201,107.3989639,2278.9050293,2281.4682617,50.0,2024-01-09 21:10:00
15.9807272,122.0022202,2076.107666,105.0999985,107.3210449,2282.2038574,2287.0593262,49.8814316,2024-01-09 21:20:00
15.9852514,121.9685593,2075.9477539,105.0999985,107.2431183,2273.0664063,2287.3608398,49.837925,2024-01-09 21:30:00
15.985877,121.9348984,2074.3093262,105.0999985,107.2144012,2263.9289551,2287.6623535,49.9065437,2024-01-09 21:40:00
15.9879398,121.9012375,2077.1855469,105.0999985,107.246666,2254.7915039,2287.9638672,50.0,2024-01-09 21:50:00
15.9807558,121.8675766,2041.3143311,105.198967,107.278923,2241.423584,2248.7414551,50.0,2024-01-09 22:00:00
15.9909182,121.8339157,2049.2878418,105.0226822,107.3292923,2237.6088867,2235.8813477,50.0,2024-01-09 22:10:00
16.0847759,121.8002548,2077.0,105.0914536,107.3952255,2333.8210449,2345.6914063,49.959259,2024-01-09 22:20:00
16.0187073,121.7665939,2072.0,105.0999985,107.3659515,2261.5205078,2278.3518066,49.8223763,2024-01-09 22:30:00
15.9980717,121.732933,2071.3049316,105.0999985,107.3366852,2266.034668,2286.496582,50.0,2024-01-09 22:40:00
16.0105171,121.6992722,2069.9919434,105.0999985,107.3074188,2270.5488281,2294.6416016,50.0,2024-01-09 22:50:00
15.9142323,121.6656113,2069.1757813,105.1106262,107.3914185,2275.0629883,2303.1704102,50.0,2024-01-09 23:00:00
16.0200005,121.6319504,2064.894043,105.1810455,107.5138702,2279.5771484,2315.2919922,50.0,2024-01-09 23:10:00
16.0765133,121.5982895,2070.5041504,105.0267029,107.8853836,2421.7661133,2434.1647949,50.3495941,2024-01-09 23:20:00
15.9893408,121.5646286,2061.3352051,105.0999985,107.4562607,2254.4550781,2268.6328125,49.366787,2024-01-09 23:30:00
15.9942408,121.5309677,2062.3415527,105.0556488,107.3785858,2234.8491211,2250.395752,49.5999985,2024-01-09 23:40:00
16.0128765,121.4964676,2073.6940918,104.9929276,107.3009186,2219.9440918,2234.8701172,49.8864746,2024-01-09 23:50:00
16.0806198,121.4522858,2080.6628418,104.9595032,107.2232437,2210.8630371,2222.939209,50.1054993,2024-01-10 00:00:00
16.1549835,121.4081039,2063.9353027,104.9260712,107.1455688,2201.7822266,2211.0083008,50.1631241,2024-01-10 00:10:00
16.1674862,121.3639297,2065.7919922,104.8926468,107.1109695,2192.7011719,2199.0773926,50.0,2024-01-10 00:20:00
16.0878944,121.3197479,2076.3942871,104.8592224,107.1375198,2183.6201172,2187.1464844,49.9820824,2024-01-10 00:30:00
16.1930599,121.2755661,2074.5314941,104.825798,107.1640701,2174.5393066,2175.2155762,49.9000015,2024-01-10 00:40:00
16.2044296,121.2313919,2072.0717773,104.8000031,107.1906204,2246.5681152,2270.9829102,49.7556152,2024-01-10 00:50:00
16.2070236,121.1872101,2072.3037109,104.7702255,107.1999969,2157.1401367,2183.2106934,49.8025475,2024-01-10 01:00:00
16.2972965,121.1430283,2075.6345215,104.7363281,107.1999969,2175.1394043,2196.0102539,50.1601639,2024-01-10 01:10:00
16.2330418,121.0988541,2073.5837402,104.7024231,107.1999969,2276.1489258,2291.5161133,49.9182358,2024-01-10 01:20:00
16.2995224,121.0546722,2073.0847168,104.8000031,107.1904602,2154.9545898,2171.1591797,50.0701332,2024-01-10 01:30:00
16.2830658,121.0104904,2068.510498,104.8000031,107.1794052,2166.1777344,2179.3605957,50.1540298,2024-01-10 01:40:00
16.2565193,120.9663162,2072.5358887,104.8000031,107.1683578,2177.4006348,2187.5620117,49.8655052,2024-01-10 01:50:00
16.2605495,120.9221344,2077.4914551,104.8000031,107.1573105,2167.2045898,2174.6459961,50.2029076,2024-01-10 02:00:00
16.2911148,120.8779526,2070.4741211,104.8000031,107.1462555,2114.2197266,2111.2211914,50.4819145,2024-01-10 02:10:00
16.3278427,120.8337784,2046.795166,104.8000031,107.1352081,2126.8515625,2125.0283203,49.927002,2024-01-10 02:20:00
16.3014393,120.7895966,2082.5996094,104.8000031,107.1241608,2139.4836426,2139.1057129,49.810009,2024-01-10 02:30:00
16.2525749,120.7454147,2088.4609375,104.8000031,107.1131134,2152.1154785,2153.1831055,50.0,2024-01-10 02:40:00
16.3600006,120.7012405,2078.4794922,104.8000031,107.1020584,2164.7473145,2167.2607422,49.980175,2024-01-10 02:50:00
16.2960186,120.6570587,2083.9008789,104.8000031,107.091011,2168.545166,2171.545166,50.1444206,2024-01-10 03:00:00
16.3254833,120.6128769,2073.892334,104.8000031,107.0799637,2167.859375,2170.859375,50.148674,2024-01-10 03:10:00
16.3618717,120.5687027,2084.2719727,104.8000031,107.0689087,2167.1738281,2170.1738281,49.8899078,2024-01-10 03:20:00
16.2554359,120.5245209,2081.5515137,104.8000031,107.0578613,2186.0842285,2192.5473633,50.2620468,2024-01-10 03:30:00
16.3199997,120.4803391,2062.1572266,104.755867,107.046814,2118.9052734,2127.4194336,50.1992607,2024-01-10 03:40:00
16.2704163,120.4361649,2076.6882324,104.7107544,107.0357666,2140.4682617,2150.3007813,49.910038,2024-01-10 03:50:00
16.3337479,120.391983,2079.2844238,104.6999969,107.0247116,2132.3417969,2143.4309082,50.1736717,2024-01-10 04:00:00
16.2999992,120.3478012,2070.5219727,104.6999969,107.0136642,2118.2241211,2151.5432129,50.0,2024-01-10 04:10:00
16.3278236,120.3036194,2059.552002,104.6999969,107.0026169,2104.1064453,2163.3222656,50.0,2024-01-10 04:20:00
16.3147278,120.2594452,2063.690918,104.6999969,107.0133896,2089.9887695,2166.1699219,50.0,2024-01-10 04:30:00
16.2830887,120.2152634,2065.2189941,104.6999969,107.0309372,2075.8713379,2144.0270996,50.0,2024-01-10 04:40:00
16.2750797,120.1710815,2085.8962402,104.6999969,107.0484772,2061.7536621,2121.8842773,50.0,2024-01-10 04:50:00
16.3563042,120.1269073,2056.4919434,104.6999969,107.0660248,2115.2976074,2172.7592773,50.0298233,2024-01-10 05:00:00
16.3100014,120.0827255,2069.8408203,104.6999969,107.0835648,2092.0974121,2130.8083496,49.8297043,2024-01-10 05:10:00
16.2085972,120.0385437,2079.6789551,104.1828995,107.3168488,2438.5834961,2460.342041,48.8107071,2024-01-10 05:20:00
16.2833977,119.9943695,2088.0,104.6999969,107.253067,2125.1845703,2156.7358398,49.4550018,2024-01-10 05:30:00
16.3141804,119.9501877,2081.6721191,104.6879349,106.9922104,2070.6425781,2139.2556152,50.2602654,2024-01-10 05:40:00
16.2886124,119.9060059,2092.4279785,104.6597672,106.9089813,2036.7937012,2121.7753906,50.0,2024-01-10 05:50:00
16.2808704,119.8618317,2055.314209,104.6315994,106.9228668,2041.9703369,2104.295166,50.0,2024-01-10 06:00:00
16.4368286,119.8176498,2059.1687012,104.6034317,106.9367599,2047.1469727,2086.8149414,50.196537,2024-01-10 06:10:00
16.4349194,119.773468,2086.4804688,104.5999985,106.9506454,2052.3234863,2069.3347168,49.9472771,2024-01-10 06:20:00
16.3378868,119.7292938,2096.0,104.5999985,106.9645386,2056.2219238,2055.911377,50.0,2024-01-10 06:30:00
16.3869953,119.685112,2068.4311523,104.5999985,106.9784241,2048.1682129,2060.9763184,49.963707,2024-01-10 06:40:00
16.4617786,119.6409302,2044.4140625,104.5384521,106.9923172,2040.114502,2066.0412598,50.1972847,2024-01-10 06:50:00
16.4870796,119.596756,2051.5297852,104.5999985,107.0,2080.5947266,2117.0964355,50.4457436,2024-01-10 07:00:00
16.4316158,119.5525742,2095.7980957,104.5999985,107.0,2027.5509033,2063.2856445,49.5,2024-01-10 07:10:00
16.403162,119.5083923,2090.378418,104.5999985,107.0,2043.899292,2071.2592773,49.8551979,2024-01-10 07:20:00
16.4334927,119.4642181,2088.7341309,104.6046371,107.0,2051.677002,2068.4960938,50.2000008,2024-01-10 07:30:00
16.3250465,119.4200363,2091.3032227,104.6284485,107.0,2059.4545898,2069.5341797,49.9219894,2024-01-10 07:40:00
16.3051376,119.4298935,2060.4089355,104.6522598,107.0,2068.5925293,2110.2631836,49.8316307,2024-01-10 07:50:00
16.4161205,119.4845963,2067.0,104.6760712,107.0063782,2112.9418945,2123.1918945,50.0915718,2024-01-10 08:00:00
16.3451862,119.5392914,2096.7021484,104.6998749,107.0145493,2097.0976563,2111.2363281,49.9238434,2024-01-10 08:10:00
16.3992329,119.5939941,2066.7858887,104.6999969,107.0227203,2081.2531738,2108.8203125,50.1158142,2024-01-10 08:20:00
16.5959625,119.6486893,2044.0614014,104.6999969,107.030899,2065.4086914,2106.4042969,50.1655426,2024-01-10 08:30:00
16.6095314,119.703392,2060.2421875,104.6999969,107.0390701,2061.013916,2103.9880371,50.0,2024-01-10 08:40:00
16.8089008,119.7580872,2056.6994629,104.6999969,107.0472488,2086.0678711,2101.5720215,50.1617928,2024-01-10 08:50:00
16.6852207,119.8127823,2055.9301758,104.6999969,107.0554199,2094.869873,2103.1213379,50.1243057,2024-01-10 09:00:00
16.6610069,119.867485,2052.5195313,104.6999969,107.063591,2098.630127,2105.9003906,50.0,2024-01-10 09:10:00
16.6957493,119.9221802,2054.9018555,104.6999969,107.0717697,2102.3903809,2108.6796875,50.0,2024-01-10 09:20:00
16.6669235,119.9768829,2073.1367188,104.6999969,107.0799408,2106.1503906,2111.4589844,49.9256516,2024-01-10 09:30:00
16.693079,120.0315781,2053.9472656,104.6999969,107.0881195,2109.9106445,2114.2382813,50.1362076,2024-01-10 09:40:00
16.6594734,120.0862808,2077.0576172,104.6999969,107.0962906,2113.6708984,2117.0175781,49.845993,2024-01-10 09:50:00
16.7643566,120.140976,2076.1496582,104.8000031,107.1999969,2147.6450195,2155.0627441,50.4778748,2024-01-10 10:00:00
16.7048149,120.1956711,2077.1733398,104.8000031,107.1999969,2150.2612305,2159.3730469,49.6448212,2024-01-10 10:10:00
16.6560287,120.2503738,2052.1157227,104.8000031,107.1999969,2152.8774414,2163.6833496,50.0,2024-01-10 10:20:00
16.7064838,120.305069,2068.8601074,104.8000031,107.1999969,2155.4938965,2167.9936523,49.856369,2024-01-10 10:30:00
16.6430359,120.3597717,2063.7167969,104.8000031,107.1999969,2158.1101074,2172.3039551,50.0693893,2024-01-10 10:40:00
16.6862583,120.4144669,2073.9807129,104.8096924,107.1999969,2160.7263184,2176.6142578,50.0704308,2024-01-10 10:50:00
16.6924191,120.4691696,2042.3129883,104.8467331,107.1999969,2163.390625,2186.4311523,50.0,2024-01-10 11:00:00
16.6592216,120.5238647,2074.0534668,104.8837662,107.1999969,2166.1003418,2203.074707,50.1464539,2024-01-10 11:10:00
16.7065029,120.5785675,2061.699707,104.9000015,107.1999969,2168.8103027,2206.050293,49.7084732,2024-01-10 11:20:00
16.8049049,120.6332626,2073.3078613,104.9949265,107.6171646,2271.7006836,2287.0869141,50.1125374,2024-01-10 11:30:00
16.7516193,120.6879578,2054.3037109,104.9300613,107.3229065,2234.5915527,2246.8564453,49.9157639,2024-01-10 11:40:00
16.6150742,120.7426605,2059.032959,104.8651962,107.3592682,2197.4824219,2206.6259766,50.2516823,2024-01-10 11:50:00
16.6380692,120.7973557,2073.4101563,104.8003311,107.3956375,2348.6987305,2357.5786133,49.3537292,2024-01-10 12:00:00
16.7112846,120.8520584,2064.2111816,104.9000015,107.3713074,2256.5754395,2223.7937012,50.6790276,2024-01-10 12:10:00
16.7562122,120.9067535,2072.5869141,104.9000015,107.3386993,2211.8520508,2210.5126953,49.3979645,2024-01-10 12:20:00
16.7030048,120.9614563,2067.8188477,104.9000015,107.3060913,2208.251709,2215.6413574,50.2730865,2024-01-10 12:30:00
16.7169151,121.0161514,2070.1086426,104.9707642,107.3000031,2235.9611816,2253.2077637,50.2999992,2024-01-10 12:40:00
16.7152119,121.0708466,2075.1186523,104.91362,107.3469086,2217.9602051,2225.168457,49.7000008,2024-01-10 12:50:00
16.6752377,121.1255493,2073.1225586,105.0,107.3836212,2221.9694824,2231.8347168,50.4380379,2024-01-10 13:00:00
16.6453362,121.1802444,2051.2480469,105.0,107.3517075,2200.9699707,2209.4418945,49.5033607,2024-01-10 13:10:00
16.6404419,121.2349472,2085.7021484,104.9517899,107.3197937,2189.5263672,2187.0490723,50.5,2024-01-10 13:20:00
16.6730785,121.2896423,2081.4675293,105.0009995,107.2872009,2242.2124023,2244.4025879,49.5631218,2024-01-10 13:30:00
16.6656837,121.3443451,2073.8845215,105.0068207,107.2534866,2221.8845215,2224.4025879,50.5,2024-01-10 13:40:00
16.627346,121.3990402,2066.2768555,104.8694458,107.21978,2201.5566406,2204.4025879,49.6299133,2024-01-10 13:50:00
16.7906151,121.453743,2069.0,104.9065628,107.4476624,2223.5175781,2242.489502,49.9283142,2024-01-10 14:00:00
16.6135445,121.5084381,2077.5974121,104.943367,107.2711868,2233.75,2250.2312012,50.0,2024-01-10 14:10:00
16.6572609,121.5631332,2068.515625,104.9801788,107.2753525,2254.9257813,2257.9729004,50.0237122,2024-01-10 14:20:00
16.5741405,121.617836,2066.21875,104.8006744,107.3991165,2395.8371582,2402.3649902,49.5459824,2024-01-10 14:30:00
16.767746,121.6725311,2081.1303711,105.0,107.332077,2239.1755371,2241.0727539,50.3108711,2024-01-10 14:40:00
16.6833782,121.7272339,2068.8137207,105.0,107.2650299,2196.5180664,2186.7124023,49.7000008,2024-01-10 14:50:00
16.763998,121.781929,2060.4533691,105.0,107.202034,2218.322998,2223.4956055,50.0,2024-01-10 15:00:00
16.693594,121.8366318,2052.3574219,105.0,107.2698288,2248.6762695,2257.9360352,50.0,2024-01-10 15:10:00
16.3815212,121.8913269,2090.439209,105.0,107.3376312,2218.6025391,2247.4353027,49.5659943,2024-01-10 15:20:00
16.2089024,121.9460297,2074.3659668,103.9880676,107.7322159,2809.578125,2831.3803711,48.1146698,2024-01-10 15:30:00
16.2930641,121.9994736,2068.5275879,105.1412735,107.4798584,2259.5925293,2284.482666,50.28302,2024-01-10 15:40:00
15.9892426,121.9594879,2072.8967285,105.0999985,107.3922653,2277.8681641,2270.217041,50.5737534,2024-01-10 15:50:00
16.0233765,121.9194946,2073.4875488,105.0999985,107.3046722,2296.1437988,2255.951416,49.2288208,2024-01-10 16:00:00
16.0007362,121.879509,2062.8898926,105.1918182,107.3841553,2351.0563965,2354.8603516,50.1055107,2024-01-10 16:10:00
15.983942,121.8395233,2060.206543,105.3112793,107.4730377,2386.401123,2380.1955566,50.0761261,2024-01-10 16:20:00
15.9626579,121.7995377,2069.111084,105.3810349,107.5619278,2413.7172852,2396.8349609,49.9800148,2024-01-10 16:30:00
15.9308386,121.759552,2069.8913574,105.4000015,107.6508102,2460.5739746,2467.3186035,50.0,2024-01-10 16:40:00
16.0167847,121.7195663,2071.7873535,105.4000015,107.6999969,2423.5236816,2430.9050293,50.1356544,2024-01-10 16:50:00
15.9283199,121.6795807,2059.7890625,105.1999969,107.6999969,2368.7241211,2371.7446289,50.0205421,2024-01-10 17:00:00
16.0077286,121.639595,2052.7734375,105.1169891,107.6999969,2386.0493164,2397.4570313,49.9847946,2024-01-10 17:10:00
16.0026073,121.5996094,2086.0568848,105.0999985,107.668808,2349.9655762,2358.904541,50.176609,2024-01-10 17:20:00
15.9699993,121.5596237,2073.8974609,105.0999985,107.593338,2307.340332,2332.2312012,50.0,2024-01-10 17:30:00
15.9922829,121.5196381,2074.2358398,105.1393509,107.517868,2306.5610352,2318.6159668,50.0,2024-01-10 17:40:00
15.9808645,121.4796524,2092.0,105.1622849,107.4341049,2292.8823242,2293.9294434,50.1243172,2024-01-10 17:50:00
16.0309601,121.4396667,2060.9487305,104.9840622,107.3477707,2246.0234375,2269.2431641,50.0,2024-01-10 18:00:00
16.0395584,121.3996811,2087.0986328,104.9892807,107.3143005,2246.0,2257.9213867,49.9576225,2024-01-10 18:10:00
15.9838476,121.3596954,2066.5744629,105.0999985,107.3462982,2287.5092773,2307.4865723,50.0,2024-01-10 18:20:00
15.9884872,121.3197098,2059.2358398,105.0999985,107.3782959,2329.0185547,2357.0517578,49.9517479,2024-01-10 18:30:00
15.9708757,121.2797241,2091.3989258,105.1315994,107.4102936,2277.8034668,2304.7265625,50.0,2024-01-10 18:40:00
16.0191936,121.2397385,2062.5319824,105.1999969,107.4422913,2310.0422363,2347.6479492,50.0,2024-01-10 18:50:00
15.9869709,121.1997528,2067.208252,105.1999969,107.4742966,2342.2810059,2388.701416,49.8895912,2024-01-10 19:00:00
16.0105934,121.1597672,2065.6157227,105.1065216,107.4830246,2263.4406738,2290.8388672,50.0,2024-01-10 19:10:00
16.0015392,121.1197739,2066.6569824,105.0,107.396698,2208.1323242,2225.409668,49.9036484,2024-01-10 19:20:00
16.0302181,121.0797882,2063.7468262,105.0,107.3103638,2218.1323242,2236.9067383,50.0,2024-01-10 19:30:00
16.0579433,121.0398026,2084.2004395,105.0314331,107.3478546,2228.1323242,2248.4038086,50.0,2024-01-10 19:40:00
15.999012,120.9998169,2070.6716309,105.0746002,107.4022369,2248.8083496,2268.6838379,50.0,2024-01-10 19:50:00
16.0138359,120.9598312,2046.4267578,105.0999985,107.4566116,2279.609375,2297.2941895,50.0,2024-01-10 20:00:00
15.8779955,120.9198456,2088.7800293,105.1155396,107.510994,2310.3950195,2325.904541,49.9800262,2024-01-10 20:10:00
16.0182724,120.8798599,2086.3510742,105.3000031,107.5653687,2340.0219727,2352.9077148,50.0,2024-01-10 20:20:00
16.0557251,120.8398743,2081.6342773,105.0999985,107.5999985,2311.2258301,2322.7158203,50.0,2024-01-10 20:30:00
15.9643917,120.7998886,2055.482666,105.2780533,107.5999985,2385.1594238,2357.0969238,50.0,2024-01-10 20:40:00
15.931282,120.759903,2084.4899902,105.3312073,107.5999985,2397.1594238,2387.2541504,50.1318359,2024-01-10 20:50:00
15.3721533,120.7199173,2072.0,105.3867569,107.6314697,2409.159668,2404.732666,49.9874992,2024-01-10 21:00:00
14.8948736,120.6799316,2010.0509033,105.4423141,107.6630478,2421.1599121,2422.2111816,50.4175186,2024-01-10 21:10:00
14.9828005,120.639946,1985.3033447,105.4978714,107.6946259,2422.1547852,2426.4013672,50.0472031,2024-01-10 21:20:00
14.9838295,120.5999603,2053.1608887,105.2184525,107.6999969,2365.8566895,2356.3916016,50.0,2024-01-10 21:30:00
15.1507654,120.5599747,2023.8399658,105.2790451,107.6999969,2383.9067383,2387.894043,50.0,2024-01-10 21:40:00
15.0903883,120.519989,2070.8010254,105.4646072,107.6848068,2382.609375,2392.7785645,50.0,2024-01-10 21:50:00
15.1043568,120.4800034,2016.9707031,105.3307648,107.6520157,2342.0344238,2343.6259766,50.0144348,2024-01-10 22:00:00
15.0780325,120.4400177,2067.7983398,105.2130432,107.6192322,2302.8154297,2315.7658691,50.0,2024-01-10 22:10:00
15.1682062,120.400032,2062.8632813,105.3790207,107.5864487,2364.0241699,2373.2624512,50.0,2024-01-10 22:20:00
15.0676508,120.3600464,2018.5288086,105.4000015,107.5536575,2376.0778809,2378.9914551,50.1404457,2024-01-10 22:30:00
15.0617905,120.3200531,2070.4833984,105.3383102,107.520874,2301.9584961,2311.2109375,50.0,2024-01-10 22:40:00
15.0625515,120.2800674,2023.0101318,105.1504135,107.5,2283.1225586,2294.5766602,50.0,2024-01-10 22:50:00
15.6154203,120.2400818,2107.6196289,105.1999969,107.5,2292.3535156,2308.9997559,50.3236542,2024-01-10 23:00:00
15.6774254,120.2000961,2070.7253418,105.1999969,107.5,2300.65625,2321.6091309,50.0631561,2024-01-10 23:10:00
15.7474823,120.1601105,2040.4040527,105.1999969,107.5,2302.1022949,2328.6745605,50.096405,2024-01-10 23:20:00
15.7593098,120.1201248,2037.5979004,105.1083603,107.5,2261.7746582,2283.9206543,50.1380234,2024-01-10 23:30:00
15.9215307,120.0832748,2170.8295898,105.0040131,107.5,2228.9665527,2247.161377,50.1723404,2024-01-10 23:40:00
15.9658394,120.0496063,2118.5617676,105.1999969,107.49897,2307.4208984,2328.6923828,49.956089,2024-01-10 23:50:00
16.0635147,120.0159302,2089.0,105.1999969,107.4210434,2282.9189453,2300.4631348,50.0,2024-01-11 00:00:00
15.9782305,119.9822617,2150.262207,105.0,107.3431244,2226.4699707,2239.0,50.0,2024-01-11 00:10:00
15.9808874,119.9485855,2097.9370117,105.0,107.3000031,2186.2868652,2239.0,50.0,2024-01-11 00:20:00
15.9807539,119.914917,2156.4265137,105.0,107.3000031,2200.5827637,2239.0,50.0,2024-01-11 00:30:00
16.3275146,119.8812408,2210.0966797,105.0999985,107.3000031,2214.878418,2251.232666,50.2270126,2024-01-11 00:40:00
16.2965221,119.8475723,2221.0100098,105.0999985,107.3000031,2229.1743164,2265.4033203,50.1769676,2024-01-11 00:50:00
16.3091335,119.8138962,2200.0429688,105.0999985,107.3000031,2243.4702148,2279.5739746,49.7324982,2024-01-11 01:00:00
16.3051281,119.7802277,2176.8120117,105.0999985,107.3000031,2247.0771484,2283.5581055,50.1315727,2024-01-11 01:10:00
16.2860775,119.7465515,2194.3408203,105.0999985,107.3000031,2243.9411621,2279.0898438,50.0941811,2024-01-11 01:20:00
16.2973022,119.712883,2202.6479492,105.0999985,107.3000031,2240.8051758,2274.621582,50.0,2024-01-11 01:30:00
16.2988453,119.6792068,2217.8935547,105.0999985,107.3000031,2237.6691895,2270.1533203,50.0,2024-01-11 01:40:00
16.2808399,119.6455383,2179.6870117,105.0999985,107.3000031,2234.5332031,2265.6850586,50.110569,2024-01-11 01:50:00
16.8699989,119.6118622,2171.6818848,104.9858093,107.3000031,2226.3237305,2244.3984375,50.2024193,2024-01-11 02:00:00
